m_row$$,awg_id,aufwandbedingung,sortier_nr,m_aufwand,m_aufwand_einheit,w_aufwand_von,w_aufwand_bis,w_aufwand_einheit
AAAxbuAAEAAADrGABl,043743-66/00-046,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrGABm,043743-67/00-046,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrGABn,043743-68/00-046,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrGABo,043743-69/00-046,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrGABp,043743-61/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABq,043743-62/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABr,043743-63/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABs,043743-64/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABt,043743-65/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABu,043743-66/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABv,043743-67/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABw,043743-68/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABx,043743-69/00-047,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrGABy,043743-61/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGABz,043743-62/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGAB0,043743-63/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGAB1,043743-64/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGAB2,043743-65/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGAB3,043743-66/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGAB4,043743-67/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGAB5,043743-68/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGAB6,043743-69/00-047,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrGAB7,043743-61/00-047,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAAC9uAB/,02A325-61/00-007, ,1,100.0,CQ,,,
AAAxbuAAEAAAC9uACA,02A325-62/00-007, ,1,100.0,CQ,,,
AAAxbuAAEAAAC9uACB,02A325-63/00-007, ,1,100.0,CQ,,,
AAAxbuAAEAAAC9uACC,02A325-60/00-008, ,1,60.0,CQ,,,
AAAxbuAAEAAAC9uACD,02A325-61/00-008, ,1,60.0,CQ,,,
AAAxbuAAEAAAC9uACE,02A325-62/00-008, ,1,60.0,CQ,,,
AAAxbuAAEAAAC9uACF,02A325-63/00-008, ,1,60.0,CQ,,,
AAAxbuAAEAAAC9uACG,02A325-60/00-009,GR052,2,45.0,CQ,,,
AAAxbuAAEAAAC9uACH,02A325-61/00-009,GR052,2,45.0,CQ,,,
AAAxbuAAEAAAC9uACI,02A325-62/00-009,GR052,2,45.0,CQ,,,
AAAxbuAAEAAAC9uACJ,02A325-63/00-009,GR052,2,45.0,CQ,,,
AAAxbuAAEAAAC9uACK,02A325-60/00-009,GR050,1,30.0,CQ,,,
AAAxbuAAEAAAC9uACL,02A325-61/00-009,GR050,1,30.0,CQ,,,
AAAxbuAAEAAAC9uACM,02A325-62/00-009,GR050,1,30.0,CQ,,,
AAAxbuAAEAAAC9uACN,02A325-63/00-009,GR050,1,30.0,CQ,,,
AAAxbuAAEAAAC9uACO,02A325-60/00-009,GR125,3,60.0,CQ,,,
AAAxbuAAEAAAC9uACP,02A325-61/00-009,GR125,3,60.0,CQ,,,
AAAxbuAAEAAAC9uACQ,02A325-62/00-009,GR125,3,60.0,CQ,,,
AAAxbuAAEAAAC9uACR,02A325-63/00-009,GR125,3,60.0,CQ,,,
AAAxbuAAEAAAC9uACS,02A325-60/00-010,GR050,1,30.0,CQ,,,
AAAxbuAAEAAAC9uACT,02A325-61/00-010,GR050,1,30.0,CQ,,,
AAAxbuAAEAAAC9uACU,02A325-62/00-010,GR050,1,30.0,CQ,,,
AAAxbuAAEAAAC9uACV,02A325-63/00-010,GR050,1,30.0,CQ,,,
AAAxbuAAEAAAC9uACW,02A325-60/00-010,GR052,2,45.0,CQ,,,
AAAxbuAAEAAAC9uACX,02A325-61/00-010,GR052,2,45.0,CQ,,,
AAAxbuAAEAAAC9uACY,02A325-62/00-010,GR052,2,45.0,CQ,,,
AAAxbuAAEAAAC9uACZ,02A325-63/00-010,GR052,2,45.0,CQ,,,
AAAxbuAAEAAAC9uACa,02A325-60/00-010,GR125,3,60.0,CQ,,,
AAAxbuAAEAAAC9vAAA,007839-60/16-005, ,1,16.0,LH,30000.0,60000.0,LH
AAAxbuAAEAAAC9vAAB,007839-61/16-005, ,1,16.0,LH,30000.0,60000.0,LH
AAAxbuAAEAAAC9vAAC,007839-60/16-006, ,1,8.0,LH,30000.0,60000.0,LH
AAAxbuAAEAAAC9vAAD,007839-61/16-006, ,1,8.0,LH,30000.0,60000.0,LH
AAAxbuAAEAAAC9vAAE,007839-60/17-005, ,1,4.0,LH,400.0,600.0,LH
AAAxbuAAEAAAC9vAAF,007839-61/17-005, ,1,4.0,LH,400.0,600.0,LH
AAAxbuAAEAAAC9vAAG,007839-60/19-001, ,1,6.0,LH,400.0,,LH
AAAxbuAAEAAAC9vAAH,007839-61/19-001, ,1,6.0,LH,400.0,,LH
AAAxbuAAEAAAC9vAAI,027233-60/00-001, ,1,11.0,LH,300.0,600.0,LH
AAAxbuAAEAAAC9vAAJ,027233-60/00-002, ,1,8.9,LH,500.0,600.0,LH
AAAxbuAAEAAAC9vAAK,027233-60/00-003, ,1,11.0,LH,300.0,600.0,LH
AAAxbuAAEAAAC9vAAL,008405-60/05-002, ,1,0.5,LH,300.0,600.0,LH
AAAxbuAAEAAAC9vAAM,008405-61/05-002, ,1,0.5,LH,300.0,600.0,LH
AAAxbuAAEAAAC9vAAN,008405-60/05-003, ,1,0.5,LH,300.0,600.0,LH
AAAxbuAAEAAAC9vAAO,008405-61/05-003, ,1,0.5,LH,300.0,600.0,LH
AAAxbuAAEAAAC9vAAP,008405-60/05-004, ,1,0.5,LH,300.0,600.0,LH
AAAxbuAAEAAAC9vAAQ,008405-61/05-004, ,1,0.5,LH,300.0,600.0,LH
AAAxbuAAEAAAC9vAAR,008405-60/05-005, ,1,0.5,LH,300.0,600.0,LH
AAAxbuAAEAAAC9iACN,024138-60/00-033,GR125,3,15.0,CA,12.0,12.0,LA
AAAxbuAAEAAAC9iACO,024138-60/00-033,GR050,1,9.0,CA,6.0,6.0,LA
AAAxbuAAEAAAC9iACP,024138-60/00-037, ,1,30.0,CA,20.0,20.0,LA
AAAxbuAAEAAAC9jAAA,034107-61/00-002, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAB,034107-62/00-002, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAC,034107-63/00-002, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAD,034107-60/00-003, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAE,034107-61/00-003, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAF,034107-62/00-003, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAG,034107-63/00-003, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAH,034107-60/00-004, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAI,034107-61/00-004, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAJ,034107-62/00-004, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAK,034107-63/00-004, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAL,034107-60/00-005, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAM,034107-61/00-005, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAN,034107-62/00-005, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAO,034107-63/00-005, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAP,034107-60/00-006, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAQ,034107-61/00-006, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAR,034107-62/00-006, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAS,034107-63/00-006, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAT,034107-60/00-007, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAU,034107-61/00-007, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAV,034107-62/00-007, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAW,034107-63/00-007, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAX,034107-60/00-008, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAY,034107-61/00-008, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAZ,034107-62/00-008, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAa,034107-63/00-008, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAb,034107-60/00-009, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAc,034107-61/00-009, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAd,034107-62/00-009, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAe,034107-63/00-009, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAf,034107-60/00-010, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAg,034107-61/00-010, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAh,034107-62/00-010, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAi,034107-63/00-010, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAj,034107-60/00-011, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAk,034107-61/00-011, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAl,034107-62/00-011, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAm,034107-63/00-011, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAn,034107-60/00-012, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAo,034107-61/00-012, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAp,034107-62/00-012, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAq,034107-63/00-012, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAr,034107-60/00-013, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAs,034107-61/00-013, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAt,034107-62/00-013, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAu,034107-63/00-013, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAC9jAAv,034107-60/03-001, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAAw,034107-61/03-001, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAAx,034107-62/03-001, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAAy,034107-63/03-001, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAAz,034107-60/03-002, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA0,034107-61/03-002, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA1,034107-62/03-002, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA2,034107-63/03-002, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA3,034107-60/03-003, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA4,034107-61/03-003, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA5,034107-62/03-003, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA6,034107-63/03-003, ,1,1.5,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA7,034107-60/03-004, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA8,034107-61/03-004, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA9,034107-62/03-004, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA+,034107-63/03-004, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jAA/,034107-60/03-005, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jABA,034107-61/03-005, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jABB,034107-62/03-005, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jABC,034107-63/03-005, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jABD,034107-60/03-006, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jABE,034107-61/03-006, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jABF,034107-62/03-006, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jABG,034107-63/03-006, ,1,0.75,LH,100.0,300.0,LH
AAAxbuAAEAAAC9jABH,034107-60/07-004, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAG,024487-73/00-009, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAH,024487-74/00-009, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAI,024487-75/00-009, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAJ,024487-60/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAK,024487-65/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAL,024487-66/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAM,024487-67/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAN,024487-68/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAO,024487-69/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAP,024487-70/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAQ,024487-71/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAR,024487-72/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAS,024487-73/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAT,024487-74/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAU,024487-75/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAV,024487-60/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAW,024487-65/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAX,024487-66/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAY,024487-67/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAZ,024487-68/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAa,024487-69/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAb,024487-70/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADrKAAc,024487-71/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnAAv,00A677-00/00-004, ,1,2.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnAAw,00B185-00/00-001,B10H72H,1,0.06,CL,,,
AAAxbuAAEAAADcnAAx,033944-00/00-001, ,1,6.0,ST,,,
AAAxbuAAEAAADcnAAy,033944-00/00-002, ,1,30.0,ST,,,
AAAxbuAAEAAADcnAAz,050783-00/00-001, ,1,15.0,ST,,,
AAAxbuAAEAAADcnAA0,050783-00/00-002, ,1,15.0,ST,,,
AAAxbuAAEAAADcnAA1,050783-00/00-003, ,1,15.0,ST,,,
AAAxbuAAEAAADcnAA2,050783-00/00-004, ,1,5.0,SU,,,
AAAxbuAAEAAADcnAA3,050783-00/00-005, ,1,5.0,SU,,,
AAAxbuAAEAAADcnAA4,050783-00/00-006, ,1,5.0,SU,,,
AAAxbuAAEAAADcnAA5,050783-00/00-007, ,1,5.0,SU,,,
AAAxbuAAEAAADcnAA6,00A851-00/00-001, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnAA7,00A851-00/00-002, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnAA8,00A851-00/00-003, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnAA9,00A851-00/00-004, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnAA+,00A851-00/00-005, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnAA/,00A851-00/00-006, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABA,00A851-00/00-007, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABB,00A851-00/00-008, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABC,00A851-00/00-009, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABD,00A851-00/00-010, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABE,00A851-00/00-011, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABF,00A851-00/00-012, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABG,00A851-00/00-013, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABH,00A851-00/00-014, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABI,00A851-00/00-015, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABJ,00A851-00/00-016, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABK,00A851-00/00-017, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABL,00A851-00/00-018, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABM,00A851-00/00-019, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABN,00A935-00/00-001, ,1,1.0,LH,150.0,400.0,LH
AAAxbuAAEAAADcnABO,00A935-00/00-002, ,1,1.0,LH,150.0,400.0,LH
AAAxbuAAEAAADcnABP,00A935-00/00-003, ,1,1.0,LH,150.0,400.0,LH
AAAxbuAAEAAADcnABQ,00A935-00/00-005, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABR,00A935-00/00-006, ,1,1.0,LH,150.0,400.0,LH
AAAxbuAAEAAADcnABS,00A935-00/00-007, ,1,1.0,LH,150.0,400.0,LH
AAAxbuAAEAAADcnABT,00A935-00/00-008, ,1,1.0,LH,150.0,400.0,LH
AAAxbuAAEAAADcnABU,00B069-00/00-001, ,1,1.0,LH,150.0,250.0,LH
AAAxbuAAEAAADcnABV,00B069-00/00-002, ,1,1.0,LH,150.0,250.0,LH
AAAxbuAAEAAADcnABW,00B069-00/00-003, ,1,1.0,LH,150.0,250.0,LH
AAAxbuAAEAAADcnABX,00A875-00/00-001, ,1,0.45,LH,150.0,300.0,LH
AAAxbuAAEAAADcnABY,00A875-00/00-002, ,1,0.45,LH,150.0,300.0,LH
AAAxbuAAEAAADcnABZ,00A875-00/00-003, ,1,0.45,LH,150.0,300.0,LH
AAAxbuAAEAAADcnABa,00A875-00/00-004, ,1,0.45,LH,150.0,300.0,LH
AAAxbuAAEAAADcnABb,00A875-00/00-005, ,1,0.28,LH,150.0,300.0,LH
AAAxbuAAEAAADcnABc,00A875-00/00-006, ,1,0.375,LH,150.0,300.0,LH
AAAxbuAAEAAADcnABd,00A875-00/00-007, ,1,0.75,LH,150.0,300.0,LH
AAAxbuAAEAAADcnABe,006193-00/00-001, ,1,167.0,LH,1000.0,,LH
AAAxbuAAEAAADcnABf,006193-00/00-002, ,1,167.0,LH,1000.0,,LH
AAAxbuAAEAAADcnABg,006193-00/00-003, ,1,16.7,CQ,100.0,,CQ
AAAxbuAAEAAADcnABh,006193-00/00-004, ,1,16.7,CQ,100.0,,CQ
AAAxbuAAEAAADcnABi,006193-00/00-005, ,1,167.0,LH,1000.0,,LH
AAAxbuAAEAAADcnABj,006193-00/00-006, ,1,167.0,LH,1000.0,,LH
AAAxbuAAEAAADcnABk,006193-00/00-007, ,1,16.7,CQ,100.0,,CQ
AAAxbuAAEAAADcnABl,006193-00/00-008, ,1,16.7,CQ,100.0,,CQ
AAAxbuAAEAAADcnABm,006193-00/00-009, ,1,167.0,LH,1000.0,,LH
AAAxbuAAEAAADcnABn,006193-00/00-010, ,1,167.0,LH,1000.0,,LH
AAAxbuAAEAAADcnABo,006193-00/00-011, ,1,16.7,CQ,100.0,,CQ
AAAxbuAAEAAADcnABp,006193-00/00-012, ,1,16.7,CQ,100.0,,CQ
AAAxbuAAEAAADcnABq,024365-00/00-001, ,1,2.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABr,024365-00/00-003, ,1,2.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnABs,044788-00/01-001, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnABt,044788-00/01-002, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnABu,044788-00/01-003, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnABv,044788-00/01-004, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnABw,044788-00/01-005, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnABx,044788-00/01-006, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnABy,044788-00/01-007, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnABz,044788-00/01-008, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnAB0,044788-00/01-009, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnAB1,044788-00/01-010, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnAB2,044788-00/01-011, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnAB3,044788-00/01-012, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnAB4,044788-00/01-013, ,1,20.0,GH,200.0,400.0,LH
AAAxbuAAEAAADcnAB5,007366-00/00-001, ,1,2.4,KH,200.0,400.0,LH
AAAxbuAAEAAADcnAB6,007366-00/00-002, ,1,2.4,KH,200.0,400.0,LH
AAAxbuAAEAAADcnAB7,007366-00/00-003, ,1,2.4,KH,200.0,400.0,LH
AAAxbuAAEAAADcnAB8,00A513-00/00-001, ,1,200.0,CF,,,
AAAxbuAAEAAADcnAB9,00A513-00/00-002, ,1,200.0,CF,,,
AAAxbuAAEAAADcnAB+,008986-00/00-001, ,1,15.0,KH,,,
AAAxbuAAEAAADcnAB/,008986-00/00-002, ,1,15.0,KH,,,
AAAxbuAAEAAADcnACA,00A411-00/00-001, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACB,00A411-00/00-002, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACC,00A411-00/00-003, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACD,00A411-00/00-004, ,1,1.2,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACE,00A411-00/01-001, ,1,2.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACF,00A411-00/01-002, ,1,2.5,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACG,00B033-00/00-001, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACH,00B033-00/00-002, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACI,00B033-00/00-003, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACJ,00B033-00/00-004, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACK,00B033-00/00-005, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACL,00B033-00/00-006, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACM,00B033-00/00-007, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACN,00B033-00/00-008, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACO,00B033-00/00-009, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAADcnACP,00B033-00/00-010, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAZ,024366-00/02-004, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAa,024366-00/02-005, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAb,024366-00/02-006, ,1,0.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAc,024366-00/02-007, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAd,024366-00/02-008, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAe,024366-00/02-009, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAf,024366-00/02-010, ,1,0.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAg,024366-00/02-011, ,1,0.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAh,024366-00/02-012, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAi,024366-00/02-013, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAj,024366-00/02-014, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAk,024366-00/02-015, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAl,024366-00/02-016, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAm,024366-00/02-017, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAn,024366-00/02-018, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAo,024366-00/02-019, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAp,024366-00/02-020, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAq,024366-00/02-022, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAr,024366-00/02-023, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAs,024366-00/01-001, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPbAAt,024366-00/01-002, ,1,0.75,LH,200.0,400.0,LH
