m_row$$,awg_id,schadorg,ausgenommen,sortier_nr
AAAxcCAAEAAACexAAj,024213-64/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAk,024213-65/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAl,024213-66/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAm,024213-67/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAn,024213-68/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAo,024213-69/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAp,024213-70/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAq,024213-71/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAr,024213-72/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAs,024213-73/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAt,024213-74/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAu,024213-75/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAv,024213-76/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAw,024213-77/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAx,024213-78/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAy,024213-79/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAAz,024213-80/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAA0,024213-81/00-019,TETRSP,N,1.0
AAAxcCAAEAAACexAA1,008628-60/00-001,TETRSP,N,1.0
AAAxcCAAEAAACexAA2,008628-61/00-001,TETRSP,N,1.0
AAAxcCAAEAAACexAA3,008628-60/00-002,ALEUSP,N,1.0
AAAxcCAAEAAACexAA4,008628-61/00-002,ALEUSP,N,1.0
AAAxcCAAEAAACexAA5,008628-60/00-003,APXXSP,N,1.0
AAAxcCAAEAAACexAA6,008628-61/00-003,APXXSP,N,1.0
AAAxcCAAEAAACexAA7,008628-60/00-004,TETRSP,N,1.0
AAAxcCAAEAAACexAA8,008628-61/00-004,TETRSP,N,1.0
AAAxcCAAEAAACexAA9,008628-60/00-005,ALEUSP,N,1.0
AAAxcCAAEAAACexAA+,008628-61/00-005,ALEUSP,N,1.0
AAAxcCAAEAAACexAA/,008628-60/00-006,APXXSP,N,1.0
AAAxcCAAEAAACexABA,008628-61/00-006,APXXSP,N,1.0
AAAxcCAAEAAACexABB,008628-60/00-007,TETRSP,N,1.0
AAAxcCAAEAAACexABC,008628-61/00-007,TETRSP,N,1.0
AAAxcCAAEAAACeQABL,006220-64/00-007,STEME,N,2.0
AAAxcCAAEAAACeQABM,006220-60/00-007,TTTMM,N,1.0
AAAxcCAAEAAACeQABN,006220-61/00-007,TTTMM,N,1.0
AAAxcCAAEAAACeQABO,006220-62/00-007,TTTMM,N,1.0
AAAxcCAAEAAACeQABP,006220-63/00-007,TTTMM,N,1.0
AAAxcCAAEAAACeQABQ,006220-64/00-007,TTTMM,N,1.0
AAAxcCAAEAAACeQABR,006220-60/00-008,STEME,N,2.0
AAAxcCAAEAAACeQABS,006220-61/00-008,STEME,N,2.0
AAAxcCAAEAAACeQABT,006220-62/00-008,STEME,N,2.0
AAAxcCAAEAAACeQABU,006220-63/00-008,STEME,N,2.0
AAAxcCAAEAAACeQABV,006220-64/00-008,STEME,N,2.0
AAAxcCAAEAAACeQABW,006220-60/00-008,TTTMM,N,1.0
AAAxcCAAEAAACeQABX,006220-61/00-008,TTTMM,N,1.0
AAAxcCAAEAAACeQABY,006220-62/00-008,TTTMM,N,1.0
AAAxcCAAEAAACeQABZ,006220-63/00-008,TTTMM,N,1.0
AAAxcCAAEAAACeQABa,006220-64/00-008,TTTMM,N,1.0
AAAxcCAAEAAACeTABl,006788-67/00-024,APXXSP,N,1.0
AAAxcCAAEAAACeTABm,006788-68/00-024,APXXSP,N,1.0
AAAxcCAAEAAACeTABn,006858-60/00-001,TTTDS,N,1.0
AAAxcCAAEAAACeTABo,006858-61/00-001,TTTDS,N,1.0
AAAxcCAAEAAACeTABp,006858-60/00-001,VERSS,J,2.0
AAAxcCAAEAAACeTABq,006858-61/00-001,VERSS,J,2.0
AAAxcCAAEAAACeTABr,006858-60/00-001,GALAP,J,3.0
AAAxcCAAEAAACeTABs,006858-61/00-001,GALAP,J,3.0
AAAxcCAAEAAACeTABt,006858-60/00-002,TTTDS,N,1.0
AAAxcCAAEAAACeTABu,006858-61/00-002,TTTDS,N,1.0
AAAxcCAAEAAACeTABv,006858-60/00-002,VERSS,J,2.0
AAAxcCAAEAAACeTABw,006858-61/00-002,VERSS,J,2.0
AAAxcCAAEAAACeTABx,006858-60/00-002,GALAP,J,3.0
AAAxcCAAEAAACeTABy,006858-61/00-002,GALAP,J,3.0
AAAxcCAAEAAACeTABz,026282-60/00-001,PHYTIN_2,N,1.0
AAAxcCAAEAAACeTAB0,026282-61/00-001,PHYTIN_2,N,1.0
AAAxcCAAEAAACeTAB1,026282-62/00-001,PHYTIN_2,N,1.0
AAAxcCAAEAAACeTAB2,026282-63/00-001,PHYTIN_2,N,1.0
AAAxcCAAEAAACeTAB3,008113-60/00-001,PLASVI,N,1.0
AAAxcCAAEAAACeTAB4,008316-60/00-002,PYRNTE,N,1.0
AAAxcCAAEAAACeTAB5,008316-60/00-003,PUCCRE,N,1.0
AAAxcCAAEAAACeTAB6,008316-60/00-004,PUCCCA,N,1.0
AAAxcCAAEAAACeTAB7,008316-60/00-005,ALTESP,N,1.0
AAAxcCAAEAAACeTAB8,008316-60/00-006,PLEOHE,N,1.0
AAAxcCAAEAAACeTAB9,008316-60/00-007,ASCOPI,N,1.0
AAAxcCAAEAAACeTAB+,008316-60/00-008,PERODE,N,1.0
AAAxcCAAEAAACeTAB/,008316-60/00-009,PUCCIN,N,1.0
AAAxcCAAEAAACeTACA,008316-60/00-010,ALTEDA,N,1.0
AAAxcCAAEAAACeTACB,008316-60/00-011,RHIZSO,N,1.0
AAAxcCAAEAAACeTACC,008316-60/00-012,ALBUCA,N,1.0
AAAxcCAAEAAACeTACD,008316-60/00-013,UROMVF,N,1.0
AAAxcCAAEAAACeTACE,00B150-60/00-001,MOLLNS,N,2.0
AAAxcCAAEAAACeTACF,00B150-60/00-002,MOLLNS,N,2.0
AAAxcCAAEAAACeTACG,00B150-60/00-003,MOLLNS,N,2.0
AAAxcCAAEAAACeTACH,00B150-60/00-004,MOLLNS,N,2.0
AAAxcCAAEAAACeTACI,00B150-60/00-005,MOLLNS,N,2.0
AAAxcCAAEAAACeTACJ,00B150-60/00-006,MOLLNS,N,2.0
AAAxcCAAEAAACeTACK,00B150-60/00-007,MOLLNS,N,2.0
AAAxcCAAEAAACeTACL,00B150-60/00-008,MOLLNS,N,2.0
AAAxcCAAEAAACeTACM,00B150-60/00-009,MOLLNS,N,2.0
AAAxcCAAEAAACeTACN,00B150-60/00-010,MOLLNS,N,2.0
AAAxcCAAEAAACeTACO,00B150-60/00-011,MOLLNS,N,2.0
AAAxcCAAEAAACeTACP,00B150-60/00-012,MOLLNS,N,2.0
AAAxcCAAEAAACeTACQ,00B150-60/00-013,MOLLNS,N,2.0
AAAxcCAAEAAACeTACR,00B150-60/00-014,MOLLNS,N,2.0
AAAxcCAAEAAACeTACS,00B150-60/00-015,MOLLNS,N,2.0
AAAxcCAAEAAACeTACT,00B150-60/00-016,MOLLNS,N,2.0
AAAxcCAAEAAACeTACU,00B150-60/00-017,MOLLNS,N,2.0
AAAxcCAAEAAACeTACV,00B150-60/00-018,MOLLNS,N,2.0
AAAxcCAAEAAACeTACW,00B150-60/00-019,MOLLNS,N,2.0
AAAxcCAAEAAACeTACX,00B150-60/00-020,MOLLNS,N,2.0
AAAxcCAAEAAACeTACY,00B150-60/00-021,MOLLNS,N,2.0
AAAxcCAAEAAACeTACZ,00B150-60/00-022,MOLLNS,N,2.0
AAAxcCAAEAAACeTACa,00B150-60/00-023,MOLLNS,N,2.0
AAAxcCAAEAAACeTACb,00B150-60/00-024,MOLLNS,N,2.0
AAAxcCAAEAAACeTACc,008323-60/00-001,POAAN,N,1.0
AAAxcCAAEAAACeTACd,008323-60/00-001,TTTDS,N,2.0
AAAxcCAAEAAACeTACe,008316-60/00-014,LEPTNO,N,1.0
AAAxcCAAEAAACeTACf,008316-60/00-015,PUCCST,N,1.0
AAAxcCAAEAAACeTACg,008316-60/00-016,PUCCRE,N,1.0
AAAxcCAAEAAACeTACh,008316-60/00-017,CLADSP,N,1.0
AAAxcCAAEAAACeTACi,008316-60/00-018,PUCCHD,N,1.0
AAAxcCAAEAAACeTACj,008316-60/00-023,PUCCRE,N,1.0
AAAxcCAAEAAACeTACk,008316-60/00-027,SCLESC,N,1.0
AAAxcCAAEAAACeTACl,008316-60/00-028,BOTRCI,N,1.0
AAAxcCAAEAAACeTACm,008316-60/00-029,MYCOSP,N,1.0
AAAxcCAAEAAACeTACn,008316-60/00-031,COLLCC,N,1.0
AAAxcCAAEAAACeTACo,008316-60/00-032,ALTESP,N,1.0
AAAxcCAAEAAACeTACp,008316-60/00-033,MYCOBR,N,1.0
AAAxcCAAEAAACeTACq,008316-60/00-035,ALBUCA,N,1.0
AAAxcCAAEAAACeTACr,008316-60/00-036,ALTESP,N,1.0
AAAxcCAAEAAACeTACs,008316-60/00-037,MYCOBR,N,1.0
AAAxcCAAEAAACeUAAA,006220-61/01-002,STEME,N,2.0
AAAxcCAAEAAACeUAAB,006220-62/01-002,STEME,N,2.0
AAAxcCAAEAAACeUAAC,006220-63/01-002,STEME,N,2.0
AAAxcCAAEAAACeUAAD,006220-64/01-002,STEME,N,2.0
AAAxcCAAEAAACeUAAE,006220-60/01-003,STEME,N,2.0
AAAxcCAAEAAACeUAAF,006220-61/01-003,STEME,N,2.0
AAAxcCAAEAAACeUAAG,006220-62/01-003,STEME,N,2.0
AAAxcCAAEAAACeUAAH,006220-63/01-003,STEME,N,2.0
AAAxcCAAEAAACeUAAI,006220-64/01-003,STEME,N,2.0
AAAxcCAAEAAACeUAAJ,006220-60/01-003,TTTMM,N,1.0
AAAxcCAAEAAACeUAAK,006220-61/01-003,TTTMM,N,1.0
AAAxcCAAEAAACeUAAL,006220-62/01-003,TTTMM,N,1.0
AAAxcCAAEAAACeUAAM,006220-63/01-003,TTTMM,N,1.0
AAAxcCAAEAAACeUAAN,006220-64/01-003,TTTMM,N,1.0
AAAxcCAAEAAACeUAAO,006220-60/01-004,TTTMM,N,1.0
AAAxcCAAEAAACefAAN,008629-61/00-047,TETRSP,N,1.0
AAAxcCAAEAAACefAAO,008629-62/00-047,TETRSP,N,1.0
AAAxcCAAEAAACefAAP,008629-63/00-047,TETRSP,N,1.0
AAAxcCAAEAAACefAAQ,008629-64/00-047,TETRSP,N,1.0
AAAxcCAAEAAACefAAR,008629-65/00-047,TETRSP,N,1.0
AAAxcCAAEAAACefAAS,008629-60/00-048,APXXSP,N,1.0
AAAxcCAAEAAACefAAT,008629-61/00-048,APXXSP,N,1.0
AAAxcCAAEAAACefAAU,008629-62/00-048,APXXSP,N,1.0
AAAxcCAAEAAACefAAV,008629-63/00-048,APXXSP,N,1.0
AAAxcCAAEAAACefAAW,008629-64/00-048,APXXSP,N,1.0
AAAxcCAAEAAACefAAX,008629-65/00-048,APXXSP,N,1.0
AAAxcCAAEAAACefAAY,008629-60/00-049,ALEUSP,N,1.0
AAAxcCAAEAAACefAAZ,008629-61/00-049,ALEUSP,N,1.0
AAAxcCAAEAAACefAAa,008629-62/00-049,ALEUSP,N,1.0
AAAxcCAAEAAACefAAb,008629-63/00-049,ALEUSP,N,1.0
AAAxcCAAEAAACefAAc,008629-64/00-049,ALEUSP,N,1.0
AAAxcCAAEAAACefAAd,008629-65/00-049,ALEUSP,N,1.0
AAAxcCAAEAAACefAAe,008629-60/00-051,COXXSP,N,1.0
AAAxcCAAEAAACefAAf,008629-61/00-051,COXXSP,N,1.0
AAAxcCAAEAAACefAAg,008629-62/00-051,COXXSP,N,1.0
AAAxcCAAEAAACefAAh,008629-63/00-051,COXXSP,N,1.0
AAAxcCAAEAAACefAAi,008629-64/00-051,COXXSP,N,1.0
AAAxcCAAEAAACefAAj,008629-65/00-051,COXXSP,N,1.0
AAAxcCAAEAAACefAAk,008629-60/00-052,CICASP,N,1.0
AAAxcCAAEAAACefAAl,008629-61/00-052,CICASP,N,1.0
AAAxcCAAEAAACefAAm,008629-62/00-052,CICASP,N,1.0
AAAxcCAAEAAACefAAn,008629-63/00-052,CICASP,N,1.0
AAAxcCAAEAAACefAAo,008629-64/00-052,CICASP,N,1.0
AAAxcCAAEAAACefAAp,008629-65/00-052,CICASP,N,1.0
AAAxcCAAEAAACefAAq,008629-60/00-053,TETRSP,N,1.0
AAAxcCAAEAAACefAAr,008629-61/00-053,TETRSP,N,1.0
AAAxcCAAEAAACefAAs,008629-62/00-053,TETRSP,N,1.0
AAAxcCAAEAAACefAAt,008629-63/00-053,TETRSP,N,1.0
AAAxcCAAEAAACefAAu,008629-64/00-053,TETRSP,N,1.0
AAAxcCAAEAAACefAAv,008629-65/00-053,TETRSP,N,1.0
AAAxcCAAEAAACefAAw,008629-60/00-054,APXXSP,N,1.0
AAAxcCAAEAAACefAAx,008629-61/00-054,APXXSP,N,1.0
AAAxcCAAEAAACefAAy,008629-62/00-054,APXXSP,N,1.0
AAAxcCAAEAAACefAAz,008629-63/00-054,APXXSP,N,1.0
AAAxcCAAEAAACefAA0,008629-64/00-054,APXXSP,N,1.0
AAAxcCAAEAAACefAA1,008629-65/00-054,APXXSP,N,1.0
AAAxcCAAEAAACefAA2,008629-60/00-055,ALEUSP,N,1.0
AAAxcCAAEAAACefAA3,008629-61/00-055,ALEUSP,N,1.0
AAAxcCAAEAAACefAA4,008629-62/00-055,ALEUSP,N,1.0
AAAxcCAAEAAACefAA5,008629-63/00-055,ALEUSP,N,1.0
AAAxcCAAEAAACefAA6,008629-64/00-055,ALEUSP,N,1.0
AAAxcCAAEAAACefAA7,008629-65/00-055,ALEUSP,N,1.0
AAAxcCAAEAAACefAA8,008629-60/00-056,THYSSP,N,1.0
AAAxcCAAEAAACefAA9,008629-61/00-056,THYSSP,N,1.0
AAAxcCAAEAAACefAA+,008629-62/00-056,THYSSP,N,1.0
AAAxcCAAEAAAATBAAv,00B479-00/01-013,RHIZSP,N,4.0
AAAxcCAAEAAAATBAAw,00B479-00/01-013,BOTRCI,N,5.0
AAAxcCAAEAAAATBAAx,00B479-00/01-014,FUSASP,N,1.0
AAAxcCAAEAAAATBAAy,00B479-00/01-014,PHYTSP,N,2.0
AAAxcCAAEAAAATBAAz,00B479-00/01-014,PYTHSP,N,3.0
AAAxcCAAEAAAATBAA0,00B479-00/01-014,RHIZSP,N,4.0
AAAxcCAAEAAAATBAA1,00B479-00/01-014,SCLEHO,N,5.0
AAAxcCAAEAAAATBAA2,00B479-00/01-015,SCLESC,N,1.0
AAAxcCAAEAAAATBAA3,00B479-00/01-015,LEPTMA,N,2.0
AAAxcCAAEAAAATBAA4,00B479-00/01-019,PSDCHE,N,1.0
AAAxcCAAEAAAATBAA5,00B479-00/01-019,PUCCIN,N,2.0
AAAxcCAAEAAAATBAA6,00B479-00/01-020,PHYTSP,N,1.0
AAAxcCAAEAAAATBAA7,00B479-00/01-021,VERTIC,N,1.0
AAAxcCAAEAAAATBAA8,00B479-00/01-024,BOTRCI,N,1.0
AAAxcCAAEAAAATBAA9,00B479-00/01-024,FXBFXX,N,2.0
AAAxcCAAEAAAATBAA+,00B479-00/01-024,FXBXXX,N,3.0
AAAxcCAAEAAAATBAA/,00A983-00/01-001,YHALM,N,1.0
AAAxcCAAEAAAATBABA,00A983-00/01-002,YHALM,N,1.0
AAAxcCAAEAAAATBABB,00A983-00/01-003,YHALM,N,1.0
AAAxcCAAEAAAATBABC,00A983-00/01-004,YHALM,N,1.0
AAAxcCAAEAAAATBABD,00A983-00/01-005,YHALM,N,1.0
AAAxcCAAEAAAATBABE,034560-00/07-001,SPHRMA,N,1.0
AAAxcCAAEAAAATBABF,034560-00/07-002,SPHRMA,N,2.0
AAAxcCAAEAAAATBABG,007839-00/18-001,VENTSP,N,3.0
AAAxcCAAEAAAATBABH,00B531-00/00-001,SCLEHO,N,1.0
AAAxcCAAEAAAATBABI,00B531-00/00-001,MONGNI,N,2.0
AAAxcCAAEAAAATBABJ,00B195-00/00-002,BLUMJA,N,1.0
AAAxcCAAEAAAATBABK,026514-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAAATBABL,026514-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAAATBABM,026514-00/00-003,TTTDS,N,1.0
AAAxcCAAEAAAATBABN,026378-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAAATBABO,026378-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAAATBABP,026378-00/00-003,TTTDS,N,1.0
AAAxcCAAEAAAATBABQ,035671-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAAATBABR,035671-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAAATBABS,035671-00/00-003,TTTDS,N,1.0
AAAxcCAAEAAAATBABT,026298-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAAATBABU,026298-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAAATBABV,026298-00/00-003,TTTDS,N,1.0
AAAxcCAAEAAAATBABW,00A860-00/00-001,YSTAF,N,1.0
AAAxcCAAEAAAATBABX,00A860-00/00-002,YWIFK,N,1.0
AAAxcCAAEAAAATBABY,00B217-00/00-001,TTTMS,N,1.0
AAAxcCAAEAAAATBABZ,00B217-00/00-001,TTTDS,N,2.0
AAAxcCAAEAAAATBABa,00B217-00/00-002,TTTMS,N,1.0
AAAxcCAAEAAAATBABb,00B217-00/00-002,TTTDS,N,2.0
AAAxcCAAEAAAATBABc,044170-00/00-001,CLYSAM_1,N,1.0
AAAxcCAAEAAAATBABd,044170-00/00-002,POLYBO_1,N,1.0
AAAxcCAAEAAAATBABe,025691-00/07-002,MYZUPE,N,1.0
AAAxcCAAEAAAATBABf,025691-00/07-003,APXXSP,N,1.0
AAAxcCAAEAAAATBABg,025691-00/10-001,APXXSP,N,1.0
AAAxcCAAEAAAATBABh,025691-00/10-002,APXXSP_3,N,1.0
AAAxcCAAEAAAATBABi,025691-00/10-003,ALEUSP,N,1.0
AAAxcCAAEAAAATBABj,025691-00/10-003,APXXSP,N,2.0
AAAxcCAAEAAAATBABk,025691-00/19-001,APXXSP,N,1.0
AAAxcCAAEAAAATBABl,025691-00/19-002,APXXSP,N,1.0
AAAxcCAAEAAAATBABm,025691-00/19-003,APXXSP,N,1.0
AAAxcCAAEAAAATBABn,025691-00/19-004,APXXSP,N,1.0
AAAxcCAAEAAAATBABo,025691-00/19-005,APXXSP,N,1.0
AAAxcCAAEAAAATBABp,025691-00/01-001,APXXSP,N,1.0
AAAxcCAAEAAAATMACV,024780-00/04-031,LEPISF,N,1.0
AAAxcCAAEAAAATMACW,024780-00/04-031,TORTRC,J,2.0
AAAxcCAAEAAAATMACX,024780-00/04-032,APXXSP,N,1.0
AAAxcCAAEAAAATMACY,024780-00/04-034,LEPISF,N,1.0
AAAxcCAAEAAAATMACZ,024780-00/04-034,TORTRC,J,2.0
AAAxcCAAEAAAATMACa,024780-00/04-035,LEPISF,N,1.0
AAAxcCAAEAAAATMACb,024780-00/04-035,TORTRC,J,2.0
AAAxcCAAEAAAATMACc,024780-00/04-035,ARGESP,N,3.0
AAAxcCAAEAAAATMACd,024780-00/04-035,COLEBF,N,4.0
AAAxcCAAEAAAATMACe,024780-00/04-035,OTIOSP,J,5.0
AAAxcCAAEAAAATMACf,024780-00/04-036,APXXSP,N,1.0
AAAxcCAAEAAAATMACg,024780-00/04-037,LEPISF,N,1.0
AAAxcCAAEAAAATMACh,024780-00/04-037,TORTRC,J,2.0
AAAxcCAAEAAAATMACi,024780-00/04-037,ARGESP,N,3.0
AAAxcCAAEAAAATMACj,024780-00/04-037,COLEBF,N,4.0
AAAxcCAAEAAAATMACk,024780-00/04-037,OTIOSP,J,5.0
AAAxcCAAEAAAATMACl,024780-00/04-038,APXXSP,N,1.0
AAAxcCAAEAAAATMACm,024780-00/04-039,LEPISF,N,1.0
AAAxcCAAEAAAATMACn,024780-00/04-039,TORTRC,J,2.0
AAAxcCAAEAAAATMACo,024780-00/04-040,APXXSP,N,1.0
AAAxcCAAEAAAATMACp,024780-00/04-040,NASORN,J,2.0
AAAxcCAAEAAAATMACq,007547-00/02-004,ERYSSP,N,1.0
AAAxcCAAEAAAATMACr,007547-00/02-005,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAA,007547-00/02-006,SPHRMA,N,
AAAxcCAAEAAAATNAAB,007547-00/02-007,SPHRMA,N,
AAAxcCAAEAAAATNAAC,007547-00/03-001,PLEOHE,N,1.0
AAAxcCAAEAAAATNAAD,007547-00/03-002,ERYSSP,N,
AAAxcCAAEAAAATNAAE,007547-00/03-003,ERYSSP,N,
AAAxcCAAEAAAATNAAF,007547-00/03-004,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAG,007547-00/03-005,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAH,007547-00/03-006,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAI,007547-00/03-007,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAJ,007547-00/05-001,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAK,007547-00/05-002,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAL,007547-00/06-003,MONILA_1,N,1.0
AAAxcCAAEAAAATNAAM,007547-00/07-001,ERYSCR,N,1.0
AAAxcCAAEAAAATNAAN,007547-00/07-002,ERYSCR,N,1.0
AAAxcCAAEAAAATNAAO,007547-00/07-003,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAP,007547-00/07-004,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAQ,007547-00/07-005,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAR,007547-00/07-006,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAS,007547-00/07-007,ERYSCR,N,1.0
AAAxcCAAEAAAATNAAT,007547-00/07-008,ERYSCR,N,1.0
AAAxcCAAEAAAATNAAU,007547-00/08-001,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAV,007547-00/09-001,PLEOHE,N,1.0
AAAxcCAAEAAAATNAAW,007547-00/09-002,PLEOHE,N,1.0
AAAxcCAAEAAAATNAAX,007547-00/13-001,MONILA,N,1.0
AAAxcCAAEAAAATNAAY,007547-00/13-002,MONILA,N,1.0
AAAxcCAAEAAAATNAAZ,007547-00/14-001,PSYLPI,N,1.0
AAAxcCAAEAAAATNAAa,007547-00/15-001,ERYSSP,N,1.0
AAAxcCAAEAAAATNAAb,007547-00/16-001,FXBFXX,N,1.0
AAAxcCAAEAAAATNAAc,007547-00/16-002,FXBFXX,N,1.0
AAAxcCAAEAAAATNAAd,007547-00/17-001,BOTRCI,N,1.0
AAAxcCAAEAAAATNAAe,007547-00/17-002,BOTRCI,N,1.0
AAAxcCAAEAAAATNAAf,007547-00/18-001,ERYSGR,N,1.0
AAAxcCAAEAAAATNAAg,00A770-00/00-001,VENTIN,N,1.0
AAAxcCAAEAAAATNAAh,00A770-00/00-002,VENTPI,N,1.0
AAAxcCAAEAAAATNAAi,00A770-00/00-003,VENTSP,N,1.0
AAAxcCAAEAAAATNAAj,034145-00/10-001,TTTDS,N,1.0
AAAxcCAAEAAAATNAAk,034145-00/10-001,TTTMS,N,2.0
AAAxcCAAEAAAATNAAl,008401-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAAATNAAm,008401-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAAATNAAn,008401-00/00-003,TTTDS,N,1.0
AAAxcCAAEAAAATNAAo,008401-00/00-004,TTTDS,N,1.0
AAAxcCAAEAAAATNAAp,00A610-00/01-001,FUSASP,N,1.0
AAAxcCAAEAAAATNAAq,00A610-00/01-002,MONGNI,N,1.0
AAAxcCAAEAAAATNAAr,00A610-00/01-003,UROCOC,N,1.0
AAAxcCAAEAAAATNAAs,00B445-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAAATNAAt,00B189-00/00-001,ECHCG,N,1.0
AAAxcCAAEAAAATNAAu,00B189-00/00-001,AVEFA,N,2.0
AAAxcCAAEAAAATNAAv,00B189-00/00-001,NNNGA,N,3.0
AAAxcCAAEAAAATNAAw,00B189-00/00-002,AGRRE,N,1.0
AAAxcCAAEAAAATNAAx,00B189-00/00-003,ECHCG,N,1.0
AAAxcCAAEAAAATNAAy,00B189-00/00-003,AVEFA,N,2.0
AAAxcCAAEAAAATNAAz,00B189-00/00-003,NNNGA,N,3.0
AAAxcCAAEAAAATNAA0,00B189-00/00-004,ECHCG,N,1.0
AAAxcCAAEAAAATNAA1,00B189-00/00-004,AVEFA,N,2.0
AAAxcCAAEAAAATNAA2,00B189-00/00-004,NNNGA,N,3.0
AAAxcCAAEAAAATQABH,005958-00/17-006,GALAP,J,3.0
AAAxcCAAEAAAATQABI,005958-00/17-006,MATSS,J,4.0
AAAxcCAAEAAAATQABJ,005958-00/17-006,SENVU,J,5.0
AAAxcCAAEAAAATQABK,005958-00/17-006,GASSS,J,6.0
AAAxcCAAEAAAATQABL,005958-00/17-007,TTTDS,N,1.0
AAAxcCAAEAAAATQABM,005958-00/17-007,ANTAR,J,2.0
AAAxcCAAEAAAATQABN,005958-00/17-007,GALAP,J,3.0
AAAxcCAAEAAAATQABO,005958-00/17-007,MATSS,J,4.0
AAAxcCAAEAAAATQABP,005958-00/17-007,SENVU,J,5.0
AAAxcCAAEAAAATQABQ,005958-00/17-007,GASSS,J,6.0
AAAxcCAAEAAAATQABR,005958-00/17-008,SENVU,J,5.0
AAAxcCAAEAAAATQABS,005958-00/17-008,GASSS,J,6.0
AAAxcCAAEAAAATQABT,005958-00/17-008,TTTDS,N,1.0
AAAxcCAAEAAAATQABU,005958-00/17-008,ANTAR,J,2.0
AAAxcCAAEAAAATQABV,005958-00/17-008,GALAP,J,3.0
AAAxcCAAEAAAATQABW,005958-00/17-008,MATSS,J,4.0
AAAxcCAAEAAAATQABX,005958-00/18-001,TTTDS,N,1.0
AAAxcCAAEAAAATQABY,005958-00/18-001,ALOMY,N,2.0
AAAxcCAAEAAAATQABZ,005958-00/18-001,APESV,N,3.0
AAAxcCAAEAAAATQABa,005958-00/18-002,TTTDS,N,1.0
AAAxcCAAEAAAATQABb,005958-00/18-002,MATSS,J,2.0
AAAxcCAAEAAAATQABc,005958-00/19-001,TTTDS,N,1.0
AAAxcCAAEAAAATQABd,005958-00/19-001,ANTAR,J,2.0
AAAxcCAAEAAAATmAB5,006895-00/07-001,PSDMSX,N,1.0
AAAxcCAAEAAAATmAB6,006895-00/07-002,PSDMSX,N,1.0
AAAxcCAAEAAAATmAB7,006895-00/07-003,ERWIAM,N,1.0
AAAxcCAAEAAAATmAB8,006895-00/08-001,FXBFXX,N,1.0
AAAxcCAAEAAAATmAB9,006895-00/09-002,PERODE,N,1.0
AAAxcCAAEAAAATmAB+,006895-00/10-001,XANTJU,N,1.0
AAAxcCAAEAAAATmAB/,006895-00/11-001,TAPHPR,N,1.0
AAAxcCAAEAAAATmACA,006895-00/12-001,GUIGBI,N,1.0
AAAxcCAAEAAAATmACB,006895-00/13-001,PSDMSX,N,1.0
AAAxcCAAEAAAATmACC,006895-00/14-001,XANTFR,N,1.0
AAAxcCAAEAAAATmACD,006895-00/14-002,XANTFR,N,1.0
AAAxcCAAEAAAATmACE,006895-00/15-001,FXBFXX,N,1.0
AAAxcCAAEAAAATmACF,006895-00/16-001,BREMLA,N,1.0
AAAxcCAAEAAAATmACG,006895-00/16-002,PEROSP,N,1.0
AAAxcCAAEAAAATmACH,006895-00/18-001,PEROPA,N,1.0
AAAxcCAAEAAAATmACI,006895-00/18-002,PEROPA,N,1.0
