m_row$$,awg_id,schadorg,ausgenommen,sortier_nr
AAAxcCAAEAAAATmACJ,006895-00/20-001,PERODE,N,1.0
AAAxcCAAEAAAATmACK,006895-00/21-001,FXBFXX,N,1.0
AAAxcCAAEAAAATmACL,006895-00/21-002,VALSLE,N,1.0
AAAxcCAAEAAAATmACM,006895-00/21-003,PSDMSX,N,2.0
AAAxcCAAEAAAATmACN,006895-00/21-004,VALSLE,N,1.0
AAAxcCAAEAAAATmACO,006895-00/21-005,PSDMSX,N,2.0
AAAxcCAAEAAAATmACP,006895-00/23-001,PEROPA,N,1.0
AAAxcCAAEAAAATmACQ,006895-00/24-001,PEROSP,N,1.0
AAAxcCAAEAAAATmACR,006895-00/24-002,PEROSP,N,1.0
AAAxcCAAEAAAATmACS,006895-00/26-001,FBBFXX,N,1.0
AAAxcCAAEAAAATmACT,006895-00/27-001,FXBFXX,N,1.0
AAAxcCAAEAAAATmACU,006895-00/28-001,PERODE,N,1.0
AAAxcCAAEAAAATmACV,006895-00/30-001,FXBFXX,N,1.0
AAAxcCAAEAAAATmACW,006895-00/31-001,FXBFXX,N,1.0
AAAxcCAAEAAAATmACX,006895-00/31-002,FXBFXX,N,1.0
AAAxcCAAEAAAATmACY,006895-00/31-003,FXBFXX,N,1.0
AAAxcCAAEAAAATmACZ,006896-00/00-001,VENTSP,N,1.0
AAAxcCAAEAAAATmACa,006896-00/00-002,VENTSP,N,1.0
AAAxcCAAEAAAATmACb,006896-00/00-003,NECTGA,N,1.0
AAAxcCAAEAAAATmACc,006896-00/00-004,PHYTIN_2,N,1.0
AAAxcCAAEAAAATmACd,006896-00/00-005,PSPEHU,N,1.0
AAAxcCAAEAAAATmACe,006896-00/00-006,PLASVI,N,1.0
AAAxcCAAEAAAATmACf,006896-00/01-001,ERWICA,N,1.0
AAAxcCAAEAAAATmACg,006896-00/01-002,FXBFXX,N,1.0
AAAxcCAAEAAAATmACh,006896-00/01-003,FXBFXX,N,1.0
AAAxcCAAEAAAATmACi,006896-00/02-001,FBBFXX,N,1.0
AAAxcCAAEAAAATmACj,006896-00/03-001,PUCCAS,N,1.0
AAAxcCAAEAAAATmACk,00A762-00/00-001,PHYTIN,N,1.0
AAAxcCAAEAAAATmACl,00A762-00/01-001,PEROSP,N,1.0
AAAxcCAAEAAAATmACm,00A762-00/01-002,PEROSP,N,1.0
AAAxcCAAEAAAATmACn,00A762-00/04-001,PERODE,N,1.0
AAAxcCAAEAAAATmACo,00B457-00/00-001,VENTIN,N,1.0
AAAxcCAAEAAAATmACp,008047-00/00-001,MMMMM,N,1.0
AAAxcCAAEAAAATmACq,005879-00/01-001,YFRFD,N,1.0
AAAxcCAAEAAAATmACr,005879-00/01-002,YFRFD,N,1.0
AAAxcCAAEAAAATmACs,005879-00/02-001,YERVZ,N,3.0
AAAxcCAAEAAAATmACt,005879-00/02-001,YFRES,N,1.0
AAAxcCAAEAAAATnAAA,005879-00/02-001,YFREQ,N,2.0
AAAxcCAAEAAAATnAAB,005879-00/02-002,YFRES,N,1.0
AAAxcCAAEAAAATnAAC,005879-00/02-002,YFREQ,N,2.0
AAAxcCAAEAAAATnAAD,005879-00/02-002,YERVZ,N,3.0
AAAxcCAAEAAAATnAAE,00A947-00/00-001,TRIBOL,N,1.0
AAAxcCAAEAAAATnAAF,00A947-00/00-002,CALAGR,N,1.0
AAAxcCAAEAAAATnAAG,00A947-00/00-003,RHITDO,N,1.0
AAAxcCAAEAAAATnAAH,00B156-00/00-001,TORTRC,N,1.0
AAAxcCAAEAAAATnAAI,00B156-00/00-003,HYLEBR,N,1.0
AAAxcCAAEAAAATnAAJ,00B156-00/00-004,PLUTMA_1,N,1.0
AAAxcCAAEAAAATnAAK,00B156-00/00-004,PIERSP,N,2.0
AAAxcCAAEAAAATnAAL,00B156-00/00-004,BARABR,N,3.0
AAAxcCAAEAAAATnAAM,00B156-00/00-005,PLUTMA_1,N,1.0
AAAxcCAAEAAAATnAAN,00B156-00/00-005,PIERSP,N,2.0
AAAxcCAAEAAAATnAAO,00B156-00/00-005,BARABR,N,3.0
AAAxcCAAEAAAATnAAP,00B156-00/00-006,THRITB,N,1.0
AAAxcCAAEAAAATnAAQ,00B156-00/00-007,FRANOC,N,1.0
AAAxcCAAEAAAATnAAR,00B156-00/00-008,THRITB,N,1.0
AAAxcCAAEAAAATnAAS,00A045-00/00-001,YHALM,N,1.0
AAAxcCAAEAAAATnAAT,00A045-00/00-002,YHALM,N,1.0
AAAxcCAAEAAAATnAAU,00A045-00/00-003,YHALM,N,1.0
AAAxcCAAEAAAATnAAV,00A045-00/00-004,YHALM,N,1.0
AAAxcCAAEAAAATnAAW,00A045-00/00-005,YHALM,N,1.0
AAAxcCAAEAAAATnAAX,00A045-00/00-006,YHALM,N,1.0
AAAxcCAAEAAAATnAAY,00B457-00/00-001,VENTPI,N,2.0
AAAxcCAAEAAAATnAAZ,00B457-00/00-002,ERWIAM,N,1.0
AAAxcCAAEAAAATnAAa,00B457-00/00-003,PEZIAL,N,1.0
AAAxcCAAEAAAATnAAb,00B457-00/00-003,PODOLE,N,2.0
AAAxcCAAEAAAATnAAc,00B457-00/00-004,BOTRCI,N,1.0
AAAxcCAAEAAAATnAAd,00B457-00/00-004,PODOAP,N,2.0
AAAxcCAAEAAAATnAAe,00B457-00/00-005,BOTRCI,N,1.0
AAAxcCAAEAAAATnAAf,00B457-00/00-005,PODOAP,N,2.0
AAAxcCAAEAAAATnAAg,00B457-00/00-006,BOTRCI,N,1.0
AAAxcCAAEAAAATnAAh,00B457-00/00-007,BOTRCI,N,1.0
AAAxcCAAEAAAATnAAi,00B457-00/00-007,PSPECU,N,2.0
AAAxcCAAEAAAATnAAj,00B457-00/00-007,ERYSCI,N,3.0
AAAxcCAAEAAAATnAAk,00B457-00/00-007,SPHRFU,N,4.0
AAAxcCAAEAAAATnAAl,00B457-00/00-008,BOTRCI,N,1.0
AAAxcCAAEAAAATnAAm,00B457-00/00-008,PSPECU,N,2.0
AAAxcCAAEAAAATnAAn,00B457-00/00-008,ERYSCI,N,3.0
AAAxcCAAEAAAATnAAo,00B457-00/00-008,SPHRFU,N,4.0
AAAxcCAAEAAAATnAAp,00B457-00/00-009,BOTRCI,N,1.0
AAAxcCAAEAAAATnAAq,00B457-00/00-010,LEVETA,N,1.0
AAAxcCAAEAAAATnAAr,00B457-00/00-011,PSDMSX,N,1.0
AAAxcCAAEAAAATnAAs,008355-00/00-001,VENTSP,N,1.0
AAAxcCAAEAAAATnAAt,005177-00/00-001,VENTSP,N,
AAAxcCAAEAAAATnAAu,005177-00/01-001,DIDYAP,N,1.0
AAAxcCAAEAAAATnAAv,005177-00/01-002,RBSPRU,N,1.0
AAAxcCAAEAAAATnAAw,005177-00/01-003,NECTGA,N,
AAAxcCAAEAAAATnAAx,005177-00/01-004,GODRCA,N,1.0
AAAxcCAAEAAAATnAAy,005177-00/02-001,GLOMCI,N,1.0
AAAxcCAAEAAAATnAAz,005177-00/04-001,GLOMCI,N,1.0
AAAxcCAAEAAAATnAA0,005177-00/09-001,COLLET,N,1.0
AAAxcCAAEAAAATnAA1,005177-00/09-001,BOTRCI,N,2.0
AAAxcCAAEAAAATnAA2,008603-00/02-001,OTIOSP,N,1.0
AAAxcCAAEAAAATnAA3,008603-00/02-002,OTIOSP,N,1.0
AAAxcCAAEAAAATnAA4,00B243-00/00-001,YHALM,N,1.0
AAAxcCAAEAAAATnAA5,00B243-00/00-002,YHALM,N,1.0
AAAxcCAAEAAAATnAA6,00B243-00/00-003,YHALM,N,1.0
AAAxcCAAEAAAATnAA7,00B243-00/00-004,YHALM,N,1.0
AAAxcCAAEAAAATnAA8,00B243-00/00-005,YHALM,N,1.0
AAAxcCAAEAAACeQABb,006220-60/00-009,STEME,N,2.0
AAAxcCAAEAAACeQABc,006220-61/00-009,STEME,N,2.0
AAAxcCAAEAAACeQABd,006220-62/00-009,STEME,N,2.0
AAAxcCAAEAAACeQABe,006220-63/00-009,STEME,N,2.0
AAAxcCAAEAAACeQABf,006220-64/00-009,STEME,N,2.0
AAAxcCAAEAAACeQABg,006220-60/00-009,TTTMM,N,1.0
AAAxcCAAEAAACeQABh,006220-61/00-009,TTTMM,N,1.0
AAAxcCAAEAAACeQABi,006220-62/00-009,TTTMM,N,1.0
AAAxcCAAEAAACeQABj,006220-63/00-009,TTTMM,N,1.0
AAAxcCAAEAAACeQABk,006220-64/00-009,TTTMM,N,1.0
AAAxcCAAEAAACeQABl,006220-60/00-010,STEME,N,2.0
AAAxcCAAEAAACeQABm,006220-61/00-010,STEME,N,2.0
AAAxcCAAEAAACeQABn,006220-62/00-010,STEME,N,2.0
AAAxcCAAEAAACeQABo,006220-63/00-010,STEME,N,2.0
AAAxcCAAEAAACeQABp,006220-64/00-010,STEME,N,2.0
AAAxcCAAEAAACeQABq,006220-60/00-010,TTTMM,N,1.0
AAAxcCAAEAAACeQABr,006220-61/00-010,TTTMM,N,1.0
AAAxcCAAEAAACeQABs,006220-62/00-010,TTTMM,N,1.0
AAAxcCAAEAAACeQABt,006220-63/00-010,TTTMM,N,1.0
AAAxcCAAEAAACeQABu,006220-64/00-010,TTTMM,N,1.0
AAAxcCAAEAAACeQABv,006220-60/00-011,STEME,N,2.0
AAAxcCAAEAAACeQABw,006220-61/00-011,STEME,N,2.0
AAAxcCAAEAAACeQABx,006220-62/00-011,STEME,N,2.0
AAAxcCAAEAAACeQABy,006220-63/00-011,STEME,N,2.0
AAAxcCAAEAAACeQABz,006220-64/00-011,STEME,N,2.0
AAAxcCAAEAAACeQAB0,006220-60/00-011,TTTMM,N,1.0
AAAxcCAAEAAACeQAB1,006220-61/00-011,TTTMM,N,1.0
AAAxcCAAEAAACeQAB2,006220-62/00-011,TTTMM,N,1.0
AAAxcCAAEAAACeQAB3,006220-63/00-011,TTTMM,N,1.0
AAAxcCAAEAAACeQAB4,006220-64/00-011,TTTMM,N,1.0
AAAxcCAAEAAACeQAB5,006220-60/00-012,STEME,N,2.0
AAAxcCAAEAAACeQAB6,006220-61/00-012,STEME,N,2.0
AAAxcCAAEAAACeQAB7,006220-62/00-012,STEME,N,2.0
AAAxcCAAEAAACeQAB8,006220-63/00-012,STEME,N,2.0
AAAxcCAAEAAACeQAB9,006220-64/00-012,STEME,N,2.0
AAAxcCAAEAAACeQAB+,006220-60/00-012,TTTMM,N,1.0
AAAxcCAAEAAACeQAB/,006220-61/00-012,TTTMM,N,1.0
AAAxcCAAEAAACeQACA,006220-62/00-012,TTTMM,N,1.0
AAAxcCAAEAAACeQACB,006220-63/00-012,TTTMM,N,1.0
AAAxcCAAEAAACeQACC,006220-64/00-012,TTTMM,N,1.0
AAAxcCAAEAAACeQACD,006220-60/00-013,TTTDS,N,2.0
AAAxcCAAEAAACeQACE,006220-61/00-013,TTTDS,N,2.0
AAAxcCAAEAAACeQACF,006220-62/00-013,TTTDS,N,2.0
AAAxcCAAEAAACeQACG,006220-63/00-013,TTTDS,N,2.0
AAAxcCAAEAAACeQACH,006220-64/00-013,TTTDS,N,2.0
AAAxcCAAEAAACeQACI,006220-60/00-013,TTTMS,N,1.0
AAAxcCAAEAAACeQACJ,006220-61/00-013,TTTMS,N,1.0
AAAxcCAAEAAACeQACK,006220-62/00-013,TTTMS,N,1.0
AAAxcCAAEAAACeQACL,006220-63/00-013,TTTMS,N,1.0
AAAxcCAAEAAACeQACM,006220-64/00-013,TTTMS,N,1.0
AAAxcCAAEAAACeQACN,006220-60/00-014,TTTDS,N,2.0
AAAxcCAAEAAACeQACO,006220-61/00-014,TTTDS,N,2.0
AAAxcCAAEAAACeQACP,006220-62/00-014,TTTDS,N,2.0
AAAxcCAAEAAACeQACQ,006220-63/00-014,TTTDS,N,2.0
AAAxcCAAEAAACeQACR,006220-64/00-014,TTTDS,N,2.0
AAAxcCAAEAAACeQACS,006220-60/00-014,TTTMS,N,1.0
AAAxcCAAEAAACeQACT,006220-61/00-014,TTTMS,N,1.0
AAAxcCAAEAAACeQACU,006220-62/00-014,TTTMS,N,1.0
AAAxcCAAEAAACeQACV,006220-63/00-014,TTTMS,N,1.0
AAAxcCAAEAAACeQACW,006220-64/00-014,TTTMS,N,1.0
AAAxcCAAEAAACeQACX,006220-60/00-015,STEME,N,2.0
AAAxcCAAEAAACeQACY,006220-61/00-015,STEME,N,2.0
AAAxcCAAEAAACeQACZ,006220-62/00-015,STEME,N,2.0
AAAxcCAAEAAACeQACa,006220-63/00-015,STEME,N,2.0
AAAxcCAAEAAACeQACb,006220-64/00-015,STEME,N,2.0
AAAxcCAAEAAACeQACc,006220-60/00-015,TTTMS,N,1.0
AAAxcCAAEAAACeQACd,006220-61/00-015,TTTMS,N,1.0
AAAxcCAAEAAACeQACe,006220-62/00-015,TTTMS,N,1.0
AAAxcCAAEAAACeQACf,006220-63/00-015,TTTMS,N,1.0
AAAxcCAAEAAACeQACg,006220-64/00-015,TTTMS,N,1.0
AAAxcCAAEAAACeQACh,006220-60/01-001,TTTMM,N,1.0
AAAxcCAAEAAACeQACi,006220-61/01-001,TTTMM,N,1.0
AAAxcCAAEAAACeQACj,006220-62/01-001,TTTMM,N,1.0
AAAxcCAAEAAACeQACk,006220-63/01-001,TTTMM,N,1.0
AAAxcCAAEAAACeQACl,006220-64/01-001,TTTMM,N,1.0
AAAxcCAAEAAACeQACm,006220-60/01-001,STEME,N,2.0
AAAxcCAAEAAACeQACn,006220-61/01-001,STEME,N,2.0
AAAxcCAAEAAACeQACo,006220-62/01-001,STEME,N,2.0
AAAxcCAAEAAACeQACp,006220-63/01-001,STEME,N,2.0
AAAxcCAAEAAACeQACq,006220-64/01-001,STEME,N,2.0
AAAxcCAAEAAACeQACr,006220-60/01-002,TTTMM,N,1.0
AAAxcCAAEAAACeQACs,006220-61/01-002,TTTMM,N,1.0
AAAxcCAAEAAACeQACt,006220-62/01-002,TTTMM,N,1.0
AAAxcCAAEAAACeQACu,006220-63/01-002,TTTMM,N,1.0
AAAxcCAAEAAACeQACv,006220-64/01-002,TTTMM,N,1.0
AAAxcCAAEAAACeQACw,006220-60/01-002,STEME,N,2.0
AAAxcCAAEAAACeRAAA,024780-72/00-012,NASORN,J,2.0
AAAxcCAAEAAACeRAAB,024780-60/00-012,NASORN,J,2.0
AAAxcCAAEAAACeRAAC,024780-61/00-012,NASORN,J,2.0
AAAxcCAAEAAACeRAAD,024780-64/00-012,NASORN,J,2.0
AAAxcCAAEAAACeRAAE,024780-67/00-012,NASORN,J,2.0
AAAxcCAAEAAACeRAAF,024780-72/00-015,APXXSP,N,1.0
AAAxcCAAEAAACeRAAG,024780-60/00-015,APXXSP,N,1.0
AAAxcCAAEAAACeRAAH,024780-61/00-015,APXXSP,N,1.0
AAAxcCAAEAAACeRAAI,024780-64/00-015,APXXSP,N,1.0
AAAxcCAAEAAACeRAAJ,024780-67/00-015,APXXSP,N,1.0
AAAxcCAAEAAACeRAAK,024780-72/00-016,ISXXXX,N,1.0
AAAxcCAAEAAACeRAAL,024780-60/00-016,ISXXXX,N,1.0
AAAxcCAAEAAACeRAAM,024780-61/00-016,ISXXXX,N,1.0
AAAxcCAAEAAACeRAAN,024780-64/00-016,ISXXXX,N,1.0
AAAxcCAAEAAACeRAAO,024780-67/00-016,ISXXXX,N,1.0
AAAxcCAAEAAACeRAAP,024780-72/00-016,FRANOC,J,2.0
AAAxcCAAEAAACeRAAQ,024780-60/00-016,FRANOC,J,2.0
AAAxcCAAEAAACeRAAR,024780-61/00-016,FRANOC,J,2.0
AAAxcCAAEAAACeRAAS,024780-64/00-016,FRANOC,J,2.0
AAAxcCAAEAAACeRAAT,024780-67/00-016,FRANOC,J,2.0
AAAxcCAAEAAACeRAAU,024780-72/00-017,TETRSP,N,1.0
AAAxcCAAEAAACeRAAV,024780-60/00-017,TETRSP,N,1.0
AAAxcCAAEAAACeRAAW,024780-61/00-017,TETRSP,N,1.0
AAAxcCAAEAAACeRAAX,024780-64/00-017,TETRSP,N,1.0
AAAxcCAAEAAACeRAAY,024780-67/00-017,TETRSP,N,1.0
AAAxcCAAEAAACeRAAZ,024780-72/00-019,APXXSP,N,1.0
AAAxcCAAEAAACecAAa,034145-60/02-002,POAAN,N,2.0
AAAxcCAAEAAACecAAb,034145-60/02-002,ALOMY,N,3.0
AAAxcCAAEAAACecAAc,034145-60/02-003,TTTDS,N,1.0
AAAxcCAAEAAACecAAd,034145-60/02-003,POAAN,N,2.0
AAAxcCAAEAAACecAAe,034145-60/02-003,ALOMY,N,3.0
AAAxcCAAEAAACecAAf,034145-60/02-004,TTTDS,N,1.0
AAAxcCAAEAAACecAAg,034145-60/02-004,POAAN,N,2.0
AAAxcCAAEAAACecAAh,034145-60/02-004,ALOMY,N,3.0
AAAxcCAAEAAACecAAi,034145-60/02-007,TTTDS,N,1.0
AAAxcCAAEAAACecAAj,034145-60/02-007,POAAN,N,2.0
AAAxcCAAEAAACecAAk,028470-60/00-001,LEPTMA,N,1.0
AAAxcCAAEAAACecAAl,028470-60/00-002,SCLESC_3,N,1.0
AAAxcCAAEAAACecAAm,028470-60/00-003,FUSASP,N,1.0
AAAxcCAAEAAACecAAn,028470-60/00-004,FUSASP,N,1.0
AAAxcCAAEAAACecAAo,034145-60/02-007,ALOMY,N,3.0
AAAxcCAAEAAACecAAp,034145-60/02-008,TTTDS,N,1.0
AAAxcCAAEAAACecAAq,034145-60/02-008,POAAN,N,2.0
AAAxcCAAEAAACecAAr,034145-60/02-008,ALOMY,N,3.0
AAAxcCAAEAAACecAAs,034145-60/02-008,APESV,N,4.0
AAAxcCAAEAAACecAAt,034145-60/02-009,TTTDS,N,1.0
AAAxcCAAEAAACecAAu,034145-60/02-009,POAAN,N,2.0
AAAxcCAAEAAACecAAv,034145-60/02-009,ALOMY,N,3.0
AAAxcCAAEAAACecAAw,034145-60/02-009,APESV,N,4.0
AAAxcCAAEAAACecAAx,034145-60/02-010,TTTDS,N,1.0
AAAxcCAAEAAACecAAy,034145-60/02-010,POAAN,N,2.0
AAAxcCAAEAAACecAAz,034145-60/02-010,ALOMY,N,3.0
AAAxcCAAEAAACecAA0,034145-60/02-010,APESV,N,4.0
AAAxcCAAEAAACefAA/,008629-63/00-056,THYSSP,N,1.0
AAAxcCAAEAAACefABA,008629-64/00-056,THYSSP,N,1.0
AAAxcCAAEAAACefABB,008629-65/00-056,THYSSP,N,1.0
AAAxcCAAEAAACefABC,008629-60/00-056,FRANOC,J,2.0
AAAxcCAAEAAACefABD,008629-61/00-056,FRANOC,J,2.0
AAAxcCAAEAAACefABE,008629-62/00-056,FRANOC,J,2.0
AAAxcCAAEAAACefABF,008629-63/00-056,FRANOC,J,2.0
AAAxcCAAEAAACefABG,008629-64/00-056,FRANOC,J,2.0
AAAxcCAAEAAACefABH,008629-65/00-056,FRANOC,J,2.0
AAAxcCAAEAAACefABI,008629-60/00-057,COXXSP,N,1.0
AAAxcCAAEAAACefABJ,008629-61/00-057,COXXSP,N,1.0
AAAxcCAAEAAACefABK,008629-62/00-057,COXXSP,N,1.0
AAAxcCAAEAAACefABL,008629-63/00-057,COXXSP,N,1.0
AAAxcCAAEAAACefABM,008629-64/00-057,COXXSP,N,1.0
AAAxcCAAEAAACefABN,008629-65/00-057,COXXSP,N,1.0
AAAxcCAAEAAACefABO,008629-60/00-058,CICASP,N,1.0
AAAxcCAAEAAACefABP,008629-61/00-058,CICASP,N,1.0
AAAxcCAAEAAACefABQ,008629-62/00-058,CICASP,N,1.0
AAAxcCAAEAAACefABR,008629-63/00-058,CICASP,N,1.0
AAAxcCAAEAAACefABS,008629-64/00-058,CICASP,N,1.0
AAAxcCAAEAAACefABT,008629-65/00-058,CICASP,N,1.0
AAAxcCAAEAAACefABU,008629-60/00-059,1PSYLG,N,1.0
AAAxcCAAEAAACefABV,008629-61/00-059,1PSYLG,N,1.0
AAAxcCAAEAAACefABW,008629-62/00-059,1PSYLG,N,1.0
AAAxcCAAEAAACefABX,008629-63/00-059,1PSYLG,N,1.0
AAAxcCAAEAAACefABY,008629-64/00-059,1PSYLG,N,1.0
AAAxcCAAEAAACefABZ,008629-65/00-059,1PSYLG,N,1.0
AAAxcCAAEAAACefABa,008629-60/00-060,1PSYLG,N,1.0
AAAxcCAAEAAACefABb,008629-61/00-060,1PSYLG,N,1.0
AAAxcCAAEAAACefABc,008629-62/00-060,1PSYLG,N,1.0
AAAxcCAAEAAACefABd,008629-63/00-060,1PSYLG,N,1.0
AAAxcCAAEAAACefABe,008629-64/00-060,1PSYLG,N,1.0
AAAxcCAAEAAACefABf,008629-65/00-060,1PSYLG,N,1.0
AAAxcCAAEAAACefABg,008629-60/00-061,TETRSP,N,1.0
AAAxcCAAEAAACefABh,008629-61/00-061,TETRSP,N,1.0
AAAxcCAAEAAACefABi,008629-62/00-061,TETRSP,N,1.0
AAAxcCAAEAAACefABj,008629-63/00-061,TETRSP,N,1.0
AAAxcCAAEAAACefABk,008629-64/00-061,TETRSP,N,1.0
AAAxcCAAEAAACefABl,008629-65/00-061,TETRSP,N,1.0
AAAxcCAAEAAACefABm,008629-60/00-062,APXXSP,N,1.0
AAAxcCAAEAAACefABn,008629-61/00-062,APXXSP,N,1.0
AAAxcCAAEAAACefABo,008629-62/00-062,APXXSP,N,1.0
AAAxcCAAEAAACefABp,008629-63/00-062,APXXSP,N,1.0
AAAxcCAAEAAACefABq,008629-64/00-062,APXXSP,N,1.0
AAAxcCAAEAAACefABr,008629-65/00-062,APXXSP,N,1.0
AAAxcCAAEAAACefABs,008629-60/00-063,ALEUSP,N,1.0
AAAxcCAAEAAACefABt,008629-61/00-063,ALEUSP,N,1.0
AAAxcCAAEAAACefABu,008629-62/00-063,ALEUSP,N,1.0
AAAxcCAAEAAACefABv,008629-63/00-063,ALEUSP,N,1.0
AAAxcCAAEAAACefABw,008629-64/00-063,ALEUSP,N,1.0
AAAxcCAAEAAACefABx,008629-65/00-063,ALEUSP,N,1.0
AAAxcCAAEAAACefABy,008629-60/00-065,COXXSP,N,1.0
AAAxcCAAEAAACefABz,008629-61/00-065,COXXSP,N,1.0
AAAxcCAAEAAACefAB0,008629-62/00-065,COXXSP,N,1.0
AAAxcCAAEAAACefAB1,008629-63/00-065,COXXSP,N,1.0
AAAxcCAAEAAACefAB2,008629-64/00-065,COXXSP,N,1.0
AAAxcCAAEAAACefAB3,008629-65/00-065,COXXSP,N,1.0
AAAxcCAAEAAACefAB4,008629-60/00-066,CICASP,N,1.0
AAAxcCAAEAAACefAB5,008629-61/00-066,CICASP,N,1.0
AAAxcCAAEAAACefAB6,008629-62/00-066,CICASP,N,1.0
AAAxcCAAEAAACefAB7,008629-63/00-066,CICASP,N,1.0
AAAxcCAAEAAACefAB8,008629-64/00-066,CICASP,N,1.0
AAAxcCAAEAAACefAB9,008629-65/00-066,CICASP,N,1.0
AAAxcCAAEAAACefAB+,024068-60/00-001,APXXSP,N,1.0
AAAxcCAAEAAACefAB/,024068-60/00-002,APXXSP_3,N,1.0
AAAxcCAAEAAACefACA,024068-60/00-003,LEMASP,N,1.0
AAAxcCAAEAAACefACB,024068-60/00-005,IBXXXX,N,1.0
AAAxcCAAEAAACefACC,024068-60/01-001,APXXSP,N,1.0
AAAxcCAAEAAACefACD,024068-60/01-002,APXXSP_3,N,1.0
AAAxcCAAEAAACefACE,00A504-60/00-001,TTTDS,N,1.0
AAAxcCAAEAAACefACF,00A504-60/00-001,APESV,N,2.0
AAAxcCAAEAAACefACG,00A504-60/00-001,POAAN,N,3.0
AAAxcCAAEAAACefACH,00A504-60/00-001,GALAP,N,13.0
AAAxcCAAEAAACefACI,00A504-60/00-002,TTTDS,N,1.0
AAAxcCAAEAAACefACJ,00A504-60/00-002,APESV,N,2.0
AAAxcCAAEAAACefACK,00A504-60/00-002,POAAN,N,3.0
AAAxcCAAEAAAATVABw,008628-00/00-060,1PSYLG,N,1.0
AAAxcCAAEAAAATVABx,008628-00/00-061,TETRSP,N,1.0
AAAxcCAAEAAAATVABy,008628-00/00-062,APXXSP,N,1.0
AAAxcCAAEAAAATVABz,008628-00/00-063,ALEUSP,N,1.0
AAAxcCAAEAAAATVAB0,008628-00/00-065,COXXSP,N,1.0
AAAxcCAAEAAAATVAB1,008628-00/00-066,CICASP,N,1.0
AAAxcCAAEAAAATVAB2,008629-00/00-001,TETRSP,N,1.0
AAAxcCAAEAAAATVAB3,008629-00/00-002,ALEUSP,N,1.0
AAAxcCAAEAAAATVAB4,008629-00/00-003,APXXSP,N,1.0
AAAxcCAAEAAAATVAB5,008629-00/00-004,TETRSP,N,1.0
AAAxcCAAEAAAATVAB6,008629-00/00-005,ALEUSP,N,1.0
AAAxcCAAEAAAATVAB7,008629-00/00-006,APXXSP,N,1.0
AAAxcCAAEAAAATVAB8,008629-00/00-007,TETRSP,N,1.0
AAAxcCAAEAAAATVAB9,008629-00/00-008,ALEUSP,N,1.0
AAAxcCAAEAAAATVAB+,008629-00/00-009,APXXSP,N,1.0
AAAxcCAAEAAAATVAB/,008629-00/00-010,TETRSP,N,1.0
AAAxcCAAEAAAATVACA,008629-00/00-011,ALEUSP,N,1.0
AAAxcCAAEAAAATVACB,008629-00/00-012,APXXSP,N,1.0
AAAxcCAAEAAAATVACC,008629-00/00-013,BRVCBR,N,1.0
AAAxcCAAEAAAATVACD,008629-00/00-014,TETRSP,N,1.0
AAAxcCAAEAAAATVACE,008629-00/00-015,APXXSP,N,1.0
AAAxcCAAEAAAATVACF,008629-00/00-016,COXXSP,N,1.0
AAAxcCAAEAAAATVACG,008629-00/00-018,TETRSP,N,1.0
AAAxcCAAEAAAATVACH,008629-00/00-019,APXXSP,N,1.0
AAAxcCAAEAAAATVACI,008629-00/00-020,COXXSP,N,1.0
AAAxcCAAEAAAATVACJ,008629-00/00-022,TETRSP,N,1.0
AAAxcCAAEAAAATVACK,008629-00/00-023,APXXSP,N,1.0
AAAxcCAAEAAAATVACL,008629-00/00-024,COXXSP,N,1.0
AAAxcCAAEAAAATVACM,008629-00/00-026,TETRSP,N,1.0
AAAxcCAAEAAAATVACN,008629-00/00-027,APXXSP,N,1.0
AAAxcCAAEAAAATVACO,008629-00/00-028,COXXSP,N,1.0
AAAxcCAAEAAAATVACP,008629-00/00-030,1PSYLG,N,1.0
AAAxcCAAEAAAATVACQ,008629-00/00-031,1PSYLG,N,1.0
AAAxcCAAEAAAATVACR,008629-00/00-032,1PSYLG,N,1.0
AAAxcCAAEAAAATVACS,008629-00/00-033,1PSYLG,N,1.0
AAAxcCAAEAAAATVACT,008629-00/00-035,APXXSP,N,1.0
AAAxcCAAEAAAATVACU,008629-00/00-036,COXXSP,N,1.0
AAAxcCAAEAAAATVACV,008629-00/00-039,APXXSP,N,1.0
AAAxcCAAEAAAATVACW,008629-00/00-040,COXXSP,N,1.0
AAAxcCAAEAAAATVACX,008629-00/00-041,TETRSP,N,1.0
AAAxcCAAEAAAATVACY,008629-00/00-042,APXXSP,N,1.0
AAAxcCAAEAAAATVACZ,008629-00/00-043,ALEUSP,N,1.0
AAAxcCAAEAAAATVACa,008629-00/00-044,THYSSP,N,1.0
AAAxcCAAEAAAATVACb,008629-00/00-044,FRANOC,J,2.0
AAAxcCAAEAAAATVACc,008629-00/00-045,COXXSP,N,1.0
AAAxcCAAEAAAATVACd,008629-00/00-046,CICASP,N,1.0
AAAxcCAAEAAAATVACe,008629-00/00-047,TETRSP,N,1.0
AAAxcCAAEAAAATVACf,008629-00/00-048,APXXSP,N,1.0
AAAxcCAAEAAAATVACg,008629-00/00-049,ALEUSP,N,1.0
AAAxcCAAEAAAATVACh,008629-00/00-051,COXXSP,N,1.0
AAAxcCAAEAAAATVACi,008629-00/00-052,CICASP,N,1.0
AAAxcCAAEAAAATVACj,008629-00/00-053,TETRSP,N,1.0
