m_row$$,awg_id,kultur,ausgenommen,sortier_nr
AAAxb2AAEAAACWkACq,008629-63/00-059,BUXSE,N,
AAAxb2AAEAAACWkACr,008629-64/00-059,BUXSE,N,
AAAxb2AAEAAACWkACs,008629-65/00-059,BUXSE,N,
AAAxb2AAEAAACWkACt,008629-60/00-060,BUXSE,N,
AAAxb2AAEAAACWkACu,008629-61/00-060,BUXSE,N,
AAAxb2AAEAAACWkACv,008629-62/00-060,BUXSE,N,
AAAxb2AAEAAACWkACw,008629-63/00-060,BUXSE,N,
AAAxb2AAEAAACWkACx,008629-64/00-060,BUXSE,N,
AAAxb2AAEAAACWlAAA,025691-60/31-003,RHERH,N,1.0
AAAxb2AAEAAACWlAAB,025691-61/31-003,RHERH,N,1.0
AAAxb2AAEAAACWlAAC,024645-60/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAD,024645-61/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAE,024645-63/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAF,024645-64/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAG,024645-65/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAH,024645-66/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAI,024645-67/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAJ,024645-68/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAK,024645-69/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAL,024645-70/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAM,024645-71/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAN,024645-72/00-001,YMBAM,N,1.0
AAAxb2AAEAAACWlAAO,024645-60/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAP,024645-61/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAQ,024645-63/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAR,024645-64/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAS,024645-65/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAT,024645-66/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAU,024645-67/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAV,024645-68/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAW,024645-69/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAX,024645-70/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAY,024645-71/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAZ,024645-72/00-003,YMBAM,N,1.0
AAAxb2AAEAAACWlAAa,024645-60/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAb,024645-61/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAc,024645-63/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAd,024645-64/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAe,024645-65/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAf,024645-66/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAg,024645-67/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAh,024645-68/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAi,024645-69/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAj,024645-70/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAk,024645-71/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAl,024645-72/00-005,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAm,024645-60/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAn,024645-61/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAo,024645-63/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAp,024645-64/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAq,024645-65/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAr,024645-66/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAs,024645-67/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAt,024645-68/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAu,024645-69/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAv,024645-70/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAw,024645-71/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAx,024645-72/00-006,NNNZG,N,1.0
AAAxb2AAEAAACWlAAy,024645-60/00-007,NNNZZ,N,1.0
AAAxb2AAEAAACWlAAz,024645-61/00-007,NNNZZ,N,1.0
AAAxb2AAEAAACWlAA0,024645-63/00-007,NNNZZ,N,1.0
AAAxb2AAEAAACWlAA1,024645-64/00-007,NNNZZ,N,1.0
AAAxb2AAEAAACWlAA2,024645-65/00-007,NNNZZ,N,1.0
AAAxb2AAEAAACWlAA3,024645-66/00-007,NNNZZ,N,1.0
AAAxb2AAEAAACWlAA4,024645-67/00-007,NNNZZ,N,1.0
AAAxb2AAEAAAARoACI,033366-00/00-001,NNNVV,N,1.0
AAAxb2AAEAAAARoACJ,033366-00/00-002,NNNOO,N,1.0
AAAxb2AAEAAAARoACK,033366-00/00-003,NNNZZ,N,1.0
AAAxb2AAEAAAARoACL,033366-00/00-004,NNNFW,N,1.0
AAAxb2AAEAAAARoACM,033366-00/00-005,VITVI,N,1.0
AAAxb2AAEAAAARoACN,033366-00/00-006,NNNVV,N,1.0
AAAxb2AAEAAAARoACO,033366-00/00-007,NNNOO,N,1.0
AAAxb2AAEAAAARoACP,033366-00/00-008,NNNZZ,N,1.0
AAAxb2AAEAAAARoACQ,033366-00/00-009,VITVI,N,1.0
AAAxb2AAEAAAARoACR,033366-00/00-010,NNNWW,N,1.0
AAAxb2AAEAAAARzACu,026923-00/02-003,ABINO,N,1.0
AAAxb2AAEAAAARzACv,026923-00/02-004,ABINO,N,1.0
AAAxb2AAEAAAARzACw,00A579-00/00-001,ZEAMX,N,1.0
AAAxb2AAEAAAAR0AAA,00A579-00/00-003,YNKOB,N,1.0
AAAxb2AAEAAAAR0AAB,00A579-00/00-004,MABSD,N,1.0
AAAxb2AAEAAAAR0AAC,00A579-00/00-004,PYUCO,N,2.0
AAAxb2AAEAAAAR0AAD,026173-00/00-009,NNNAC,N,1.0
AAAxb2AAEAAAAR0AAE,026173-00/00-010,YSTIL,N,1.0
AAAxb2AAEAAAAR0AAF,026173-00/00-011,NNNOK,N,1.0
AAAxb2AAEAAAAR0AAG,026173-00/00-012,NNNWL,N,1.0
AAAxb2AAEAAAAR0AAH,026173-00/00-012,NNNWN,N,2.0
AAAxb2AAEAAAAR0AAI,026173-00/00-013,NNNFW,N,1.0
AAAxb2AAEAAAAR0AAJ,026173-00/01-001,ZEAMX,N,1.0
AAAxb2AAEAAAAR0AAK,026173-00/01-003,BRSNS,N,1.0
AAAxb2AAEAAAAR0AAL,026173-00/01-005,BEAVA,N,1.0
AAAxb2AAEAAAAR0AAM,026173-00/01-005,BEAVC,N,2.0
AAAxb2AAEAAAAR0AAN,026173-00/01-007,TRZDS,N,6.0
AAAxb2AAEAAAAR0AAO,007519-00/00-002,BRSNW,N,1.0
AAAxb2AAEAAAAR0AAP,007519-00/00-004,TTLSS,N,1.0
AAAxb2AAEAAAAR0AAQ,007519-00/00-013,HORVX,N,1.0
AAAxb2AAEAAAAR0AAR,007519-00/00-019,TTLSS,N,1.0
AAAxb2AAEAAAAR0AAS,007519-00/01-001,TRZSS,N,1.0
AAAxb2AAEAAAAR0AAT,007519-00/01-002,TRZSS,N,1.0
AAAxb2AAEAAAAR0AAU,007519-00/01-003,TRZSS,N,1.0
AAAxb2AAEAAAAR0AAV,007519-00/01-004,TRZSS,N,1.0
AAAxb2AAEAAAAR0AAW,026861-00/00-001,NNNOK,N,1.0
AAAxb2AAEAAAAR0AAX,026861-00/00-002,NNNOK,N,1.0
AAAxb2AAEAAAAR0AAY,026861-00/00-003,VITVI,N,1.0
AAAxb2AAEAAAAR0AAZ,026861-00/00-008,NNNKL,N,
AAAxb2AAEAAAAR0AAa,026861-00/00-008,NNNKO,N,
AAAxb2AAEAAAAR0AAb,026861-00/00-008,BRSOF,N,3.0
AAAxb2AAEAAAAR0AAc,026861-00/00-010,ALLPO,N,1.0
AAAxb2AAEAAAAR0AAd,026861-00/00-011,DAUCS,N,1.0
AAAxb2AAEAAAAR0AAe,026861-00/00-012,ALLCE,N,1.0
AAAxb2AAEAAAAR0AAf,026861-00/00-013,PRNAV,N,1.0
AAAxb2AAEAAAAR0AAg,026861-00/00-013,PRNCE,N,2.0
AAAxb2AAEAAAAR0AAh,026861-00/00-014,VITVI,N,1.0
AAAxb2AAEAAAAR0AAi,026861-00/01-001,DAUCS,N,1.0
AAAxb2AAEAAAAR0AAj,026861-00/02-001,PRNDO,N,1.0
AAAxb2AAEAAAAR0AAk,026861-00/02-002,PRNPS,N,1.0
AAAxb2AAEAAAAR0AAl,026861-00/03-001,PRNAR,N,1.0
AAAxb2AAEAAAAR0AAm,026861-00/05-001,ALLSA,N,1.0
AAAxb2AAEAAAAR0AAn,026861-00/05-001,ALLAS,N,2.0
AAAxb2AAEAAAAR0AAo,026861-00/05-002,NNNSZ,N,1.0
AAAxb2AAEAAAAR0AAp,026861-00/05-003,BRSRR,N,1.0
AAAxb2AAEAAAAR0AAq,026861-00/05-003,TROPO,N,1.0
AAAxb2AAEAAAAR0AAr,026861-00/05-003,APUGR,N,1.0
AAAxb2AAEAAAAR0AAs,026861-00/05-003,ARWLA,N,2.0
AAAxb2AAEAAAAR0AAt,026861-00/05-003,PAVSA,N,3.0
AAAxb2AAEAAAAR0AAu,026861-00/05-003,PARCT,N,4.0
AAAxb2AAEAAAAR0AAv,026861-00/05-003,BRSNA,N,5.0
AAAxb2AAEAAAAR0AAw,007626-00/00-001,ROSSS,N,1.0
AAAxb2AAEAAAAR0AAx,007626-00/00-002,ROSSS,N,1.0
AAAxb2AAEAAAAR0AAy,007626-00/00-003,ROSSS,N,1.0
AAAxb2AAEAAAAR0AAz,007626-00/00-004,ROSSS,N,1.0
AAAxb2AAEAAAAR0AA0,007626-00/00-005,ROSSS,N,1.0
AAAxb2AAEAAAAR0AA1,007626-00/00-006,ROSSS,N,1.0
AAAxb2AAEAAAAR0AA2,00A814-00/00-003,AVESA,N,2.0
AAAxb2AAEAAAAR0AA3,00A814-00/00-004,TTLSS,N,1.0
AAAxb2AAEAAAAR0AA4,00A814-00/00-005,SECCE,N,1.0
AAAxb2AAEAAAAR0AA5,00A814-00/00-006,TRZAW,N,1.0
AAAxb2AAEAAAAR0AA6,00A814-00/00-006,TRZAS,N,2.0
AAAxb2AAEAAAAR0AA7,00A814-00/00-006,TRZDU,N,3.0
AAAxb2AAEAAAAR0AA8,00A814-00/00-007,HORVW,N,1.0
AAAxb2AAEAAAAR0AA9,00A814-00/00-007,HORVS,N,2.0
AAAxb2AAEAAAAR0AA+,00A814-00/00-008,AVESW,N,1.0
AAAxb2AAEAAAAR0AA/,00A814-00/00-008,AVESA,N,2.0
AAAxb2AAEAAAAR0ABA,00A814-00/00-009,TTLSS,N,1.0
AAAxb2AAEAAAAR0ABB,00A814-00/00-010,SECCE,N,1.0
AAAxb2AAEAAAAR0ABC,00A814-00/00-011,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABD,00A814-00/00-011,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABE,00A814-00/00-011,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABF,00A814-00/00-012,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABG,00A814-00/00-012,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABH,00A814-00/00-012,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABI,00A814-00/00-013,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABJ,00A814-00/00-013,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABK,00A814-00/00-013,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABL,00A814-00/00-014,HORVW,N,1.0
AAAxb2AAEAAAAR0ABM,00A814-00/00-014,HORVS,N,2.0
AAAxb2AAEAAAAR0ABN,00A814-00/00-015,TTLSS,N,1.0
AAAxb2AAEAAAAR0ABO,00A814-00/00-016,TTLSS,N,1.0
AAAxb2AAEAAAAR0ABP,00A814-00/00-017,SECCE,N,1.0
AAAxb2AAEAAAAR0ABQ,00A814-00/00-018,SECCE,N,1.0
AAAxb2AAEAAAAR0ABR,034273-00/00-001,ZEAMX,N,1.0
AAAxb2AAEAAAAR0ABS,034273-00/00-002,ZEAMX,N,1.0
AAAxb2AAEAAAAR0ABT,034273-00/00-003,SOLTU,N,1.0
AAAxb2AAEAAAAR0ABU,034273-00/00-004,SOLTU,N,
AAAxb2AAEAAAAR0ABV,00B182-00/00-001,TRZSS,N,1.0
AAAxb2AAEAAAAR0ABW,00B182-00/00-002,TTLSS,N,1.0
AAAxb2AAEAAAAR0ABX,00B182-00/00-003,TRZSS,N,1.0
AAAxb2AAEAAAAR0ABY,027767-00/00-001,HORVW,N,1.0
AAAxb2AAEAAAAR0ABZ,027767-00/00-001,SECCW,N,2.0
AAAxb2AAEAAAAR0ABa,027767-00/00-001,TTLWI,N,3.0
AAAxb2AAEAAAAR0ABb,027767-00/00-001,TRZAW,N,4.0
AAAxb2AAEAAAAR0ABc,027767-00/00-002,HORVW,N,1.0
AAAxb2AAEAAAAR0ABd,027767-00/00-002,SECCW,N,2.0
AAAxb2AAEAAAAR0ABe,00A497-00/00-007,BRSNW,N,1.0
AAAxb2AAEAAAAR0ABf,00A497-00/00-008,BRSNW,N,1.0
AAAxb2AAEAAAAR0ABg,00A497-00/00-009,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABh,00A497-00/00-009,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABi,00A497-00/00-009,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABj,00A497-00/00-010,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABk,00A497-00/00-010,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABl,00A497-00/00-010,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABm,00A497-00/00-011,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABn,00A497-00/00-011,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABo,00A497-00/00-011,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABp,00A497-00/00-012,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABq,00A497-00/00-012,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABr,00A497-00/00-012,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABs,00A497-00/00-013,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABt,00A497-00/00-013,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABu,00A497-00/00-013,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABv,00A497-00/00-014,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABw,00A497-00/00-014,TRZAS,N,2.0
AAAxb2AAEAAAAR0ABx,00A497-00/00-014,TRZDU,N,3.0
AAAxb2AAEAAAAR0ABy,00A497-00/00-015,TRZAW,N,1.0
AAAxb2AAEAAAAR0ABz,00A497-00/00-015,TRZAS,N,2.0
AAAxb2AAEAAAAR0AB0,00A497-00/00-015,TRZDU,N,3.0
AAAxb2AAEAAAAR0AB1,00A497-00/00-016,TTLSS,N,1.0
AAAxb2AAEAAAAR0AB2,00A497-00/00-017,TTLSS,N,1.0
AAAxb2AAEAAAAR0AB3,00A497-00/00-018,TTLSS,N,1.0
AAAxb2AAEAAAAR0AB4,00A497-00/00-019,TTLSS,N,1.0
AAAxb2AAEAAAAR0AB5,00A497-00/00-020,TTLSS,N,1.0
AAAxb2AAEAAAAR0AB6,00A497-00/00-021,SECCE,N,1.0
AAAxb2AAEAAAAR0AB7,00A497-00/00-022,SECCE,N,1.0
AAAxb2AAEAAAAR0AB8,00A497-00/00-023,SECCE,N,1.0
AAAxb2AAEAAADH6ACd,008628-00/00-041,ROSSS,N,
AAAxb2AAEAAAAR3ABl,026778-00/00-017,TTLSS,N,1.0
AAAxb2AAEAAAAR3ABm,026778-00/00-018,TTLSS,N,1.0
AAAxb2AAEAAAAR3ABn,026778-00/00-019,TTLSS,N,1.0
AAAxb2AAEAAAAR3ABo,008673-00/00-001,VITVI,N,1.0
AAAxb2AAEAAAAR3ABp,008814-00/00-001,VITVI,N,1.0
AAAxb2AAEAAAAR3ABq,007635-00/00-001,VITVI,N,1.0
AAAxb2AAEAAADH+AAF,00B254-00/00-024,AVESS,N,1.0
AAAxb2AAEAAADH+AAG,00B254-00/00-033,BRSNW,N,1.0
AAAxb2AAEAAADH+AAH,00B254-00/00-034,BRSNW,N,1.0
AAAxb2AAEAAADH+AAI,00B254-00/00-035,BRSNW,N,1.0
AAAxb2AAEAAADH+AAJ,00B254-00/00-036,TRZAX,N,1.0
AAAxb2AAEAAADH+AAK,00B254-00/00-036,TRZDU,N,3.0
AAAxb2AAEAAADH+AAL,00A364-00/00-001,BRSNW,N,1.0
AAAxb2AAEAAADH+AAM,00A364-00/00-003,BRSNW,N,1.0
AAAxb2AAEAAADH+AAN,00A364-00/01-001,BRSNW,N,1.0
AAAxb2AAEAAADH+AAO,00A364-00/01-002,BRSNW,N,1.0
AAAxb2AAEAAADH+AAP,00A364-00/01-003,BRSNW,N,1.0
AAAxb2AAEAAADH+AAQ,00A400-00/00-001,BRSNW,N,1.0
AAAxb2AAEAAADH+AAR,00A400-00/00-002,BRSOF,N,2.0
AAAxb2AAEAAADH+AAS,00A400-00/00-002,BRSOK,N,1.0
AAAxb2AAEAAADH+AAT,00A400-00/00-002,NNNKO,N,3.0
AAAxb2AAEAAADH+AAU,00A400-00/00-002,BRSOB,N,4.0
AAAxb2AAEAAADH+AAV,00A400-00/00-002,BRSOC,N,5.0
AAAxb2AAEAAADH+AAW,00A400-00/01-001,FRAAN,N,1.0
AAAxb2AAEAAADH+AAX,00A400-00/01-002,FRAAN,N,1.0
AAAxb2AAEAAADH+AAY,00A400-00/01-003,RUBID,N,1.0
AAAxb2AAEAAADH+AAZ,00A400-00/01-003,RUBFR,N,2.0
AAAxb2AAEAAADH+AAa,00A400-00/01-005,NNNOJ,N,1.0
AAAxb2AAEAAADH+AAb,00A400-00/01-006,NNNOH,N,1.0
AAAxb2AAEAAADH+AAc,00A400-00/01-007,VITVI,N,1.0
AAAxb2AAEAAADH+AAd,00A400-00/01-008,NIOTA,N,1.0
AAAxb2AAEAAADH+AAe,00A400-00/01-009,NNNRA,N,1.0
AAAxb2AAEAAADH+AAf,00A400-00/01-010,NNNRA,N,1.0
AAAxb2AAEAAADH+AAg,00A400-00/01-011,NNNRA,N,1.0
AAAxb2AAEAAADH+AAh,00A400-00/01-012,NNNRA,N,1.0
AAAxb2AAEAAADH+AAi,00A400-00/01-013,VLLLO,N,1.0
AAAxb2AAEAAADH+AAj,00A400-00/01-014,VLLLO,N,1.0
AAAxb2AAEAAADH+AAk,00A400-00/01-015,VLLLO,N,1.0
AAAxb2AAEAAADH+AAl,00A400-00/01-016,VLLLO,N,1.0
AAAxb2AAEAAADH+AAm,00A400-00/01-017,PHSVN,N,1.0
AAAxb2AAEAAADH+AAn,00A400-00/01-017,PHSVV,N,2.0
AAAxb2AAEAAADH+AAo,00A400-00/01-018,NNNKO,N,1.0
AAAxb2AAEAAADH+AAp,00A400-00/01-019,BRSOF,N,1.0
AAAxb2AAEAAADH+AAq,00A400-00/01-020,BRSOB,N,1.0
AAAxb2AAEAAADH+AAr,00A400-00/01-021,BRSOK,N,1.0
AAAxb2AAEAAADH+AAs,00A400-00/01-022,BRSOC,J,2.0
AAAxb2AAEAAADH+AAt,00A400-00/01-022,NNNKB,N,1.0
AAAxb2AAEAAADH+AAu,00A400-00/01-023,BRSOG,N,1.0
AAAxb2AAEAAADH+AAv,00A400-00/01-024,BRSRE,N,1.0
AAAxb2AAEAAADH+AAw,00A400-00/01-024,RAPSN,N,2.0
AAAxb2AAEAAADH+AAx,00A400-00/01-024,RAPSR,N,3.0
AAAxb2AAEAAADH+AAy,00A400-00/01-024,BRSNA,N,4.0
AAAxb2AAEAAADH+AAz,00A400-00/01-024,BRSOX,N,5.0
AAAxb2AAEAAADH+AA0,00A400-00/01-025,BRSRR,N,1.0
AAAxb2AAEAAADH+AA1,00A400-00/01-026,RAPSN,N,1.0
AAAxb2AAEAAADH+AA2,00A400-00/01-026,RAPSR,N,2.0
AAAxb2AAEAAADH+AA3,00A400-00/01-027,NNNKB,N,1.0
AAAxb2AAEAAADH+AA4,00A501-00/00-001,BRSNW,N,1.0
AAAxb2AAEAAADH+AA5,00A501-00/00-002,SINAL,N,1.0
AAAxb2AAEAAADH+AA6,00A501-00/00-003,LIUUT,N,1.0
AAAxb2AAEAAADH+AA7,00A501-00/00-004,LUPSS,N,2.0
AAAxb2AAEAAADH+AA8,00A501-00/00-004,VICFM,N,1.0
AAAxb2AAEAAADH+AA9,00A501-00/00-005,PIBSA,N,1.0
AAAxb2AAEAAADH+AA+,00A501-00/00-006,BEAVA,N,1.0
AAAxb2AAEAAADH+AA/,00A501-00/00-006,BEAVC,N,2.0
AAAxb2AAEAAADH+ABA,00A501-00/00-007,PAPSO,N,1.0
AAAxb2AAEAAADH+ABB,00A501-00/00-008,BRSNW,N,1.0
AAAxb2AAEAAADH+ABC,00A501-00/00-009,SINAL,N,1.0
AAAxb2AAEAAADH+ABD,00A501-00/00-010,LIUUT,N,1.0
AAAxb2AAEAAADH+ABE,00A501-00/00-011,LUPSS,N,2.0
AAAxb2AAEAAADH+ABF,008377-00/00-001,MABSD,N,1.0
AAAxb2AAEAAADH+ABG,008377-00/00-002,PYUCO,N,1.0
AAAxb2AAEAAADH+ABH,008377-00/00-003,MABSD,N,1.0
AAAxb2AAEAAADH+ABI,008377-00/00-004,PYUCO,N,1.0
AAAxb2AAEAAADH+ABJ,00A175-00/02-001,FRAAN,N,1.0
AAAxb2AAEAAADH+ABK,00B170-00/01-001,NNNSS,N,1.0
AAAxb2AAEAAADH+ABL,00B170-00/01-002,DAUCS,N,1.0
AAAxb2AAEAAADH+ABM,00B170-00/01-003,FRAAN,N,1.0
AAAxb2AAEAAADH+ABN,00B170-00/01-004,NNNZZ,N,1.0
AAAxb2AAEAAADH+ABO,00B170-00/01-005,LYPES,N,1.0
AAAxb2AAEAAADH+ABP,00B170-00/01-005,SOLME,N,2.0
AAAxb2AAEAAADH+ABQ,00B170-00/01-005,CPSAN,N,3.0
AAAxb2AAEAAADH+ABR,00B170-00/01-006,CUMSA,N,1.0
AAAxb2AAEAAADH+ABS,00B170-00/01-006,CUMME,N,2.0
AAAxb2AAEAAADH+ABT,00B170-00/01-006,CITLA,N,3.0
AAAxb2AAEAAADH+ABU,00B170-00/01-006,CUUPG,N,4.0
AAAxb2AAEAAADH+ABV,00B170-00/01-007,NNNTK,N,3.0
AAAxb2AAEAAADH+ABW,00B170-00/01-007,NNNAK,N,4.0
AAAxb2AAEAAADH+ABX,00B170-00/01-007,NNNKF,N,1.0
AAAxb2AAEAAADH+ABY,00B170-00/01-008,NNNKK,N,1.0
AAAxb2AAEAAADH+ABZ,00B170-00/01-009,APUGD,N,1.0
AAAxb2AAEAAADH+ABa,00B170-00/01-009,APUGR,N,2.0
AAAxb2AAEAAADH+ABb,00B170-00/01-010,FOEVA,N,1.0
AAAxb2AAEAAADH+ABc,00B170-00/01-011,CUUMO,N,1.0
AAAxb2AAEAAADH+ABd,00B170-00/01-011,CUUMX,N,2.0
AAAxb2AAEAAADH+ABe,00B170-00/01-011,CUUPE,N,3.0
AAAxb2AAEAAADH+ABf,00B170-00/01-011,CUUPO,N,4.0
AAAxb2AAEAAADH+ABg,00B170-00/01-011,LGNSI,N,5.0
AAAxb2AAEAAADH+ABh,00B170-00/01-012,CYUSC,N,1.0
AAAxb2AAEAAADH+ABi,00B170-00/01-013,NNNSZ,N,1.0
AAAxb2AAEAAADH+ABj,00B170-00/01-014,ALLPO,N,2.0
AAAxb2AAEAAADH+ABk,00B170-00/01-015,NNNSS,N,1.0
AAAxb2AAEAAADH+ABl,00B170-00/01-017,FRAAN,N,1.0
AAAxb2AAEAAADH+ABm,00B170-00/01-018,NNNZZ,N,1.0
AAAxb2AAEAAADH+ABn,00B170-00/01-019,LYPES,N,1.0
AAAxb2AAEAAADH+ABo,00B170-00/01-019,SOLME,N,2.0
AAAxb2AAEAAADH+ABp,00B170-00/01-019,CPSAN,N,3.0
AAAxb2AAEAAADH+ABq,00B170-00/01-020,CUMSA,N,1.0
AAAxb2AAEAAADH+ABr,00B170-00/01-020,CUMME,N,2.0
AAAxb2AAEAAADH+ABs,00B170-00/01-020,CITLA,N,3.0
AAAxb2AAEAAADH+ABt,00B170-00/01-020,CUUPG,N,4.0
AAAxb2AAEAAADH+ABu,00B170-00/01-021,NNNKF,N,1.0
AAAxb2AAEAAADH+ABv,00B170-00/01-021,NNNTK,N,3.0
AAAxb2AAEAAADH+ABw,00B170-00/01-021,NNNAK,N,4.0
AAAxb2AAEAAADH+ABx,00B170-00/01-022,NNNKK,N,1.0
AAAxb2AAEAAADH+ABy,00B170-00/01-023,APUGD,N,1.0
AAAxb2AAEAAADH+ABz,00B170-00/01-023,APUGR,N,2.0
AAAxb2AAEAAADH+AB0,00B170-00/01-024,FOEVA,N,1.0
AAAxb2AAEAAADH+AB1,00B170-00/01-025,CUUMO,N,1.0
AAAxb2AAEAAADH+AB2,00B170-00/01-025,CUUMX,N,2.0
AAAxb2AAEAAADH+AB3,00B170-00/01-025,CUUPE,N,3.0
AAAxb2AAEAAADH+AB4,00B170-00/01-025,CUUPO,N,4.0
AAAxb2AAEAAADH+AB5,00B170-00/01-025,LGNSI,N,5.0
AAAxb2AAEAAADH+AB6,00B170-00/01-026,CYUSC,N,1.0
AAAxb2AAEAAADH+AB7,00B170-00/01-027,NNNSZ,N,1.0
AAAxb2AAEAAADH+AB8,00B170-00/01-028,ALLPO,N,2.0
AAAxb2AAEAAADH+AB9,00B170-00/02-001,NNNSS,N,1.0
AAAxb2AAEAAADH+AB+,00B170-00/02-002,NNNSS,N,1.0
AAAxb2AAEAAADH+AB/,00B170-00/02-003,FRAAN,N,1.0
AAAxb2AAEAAADH+ACA,00B170-00/02-004,FRAAN,N,1.0
AAAxb2AAEAAADH+ACB,00B170-00/02-005,NNNZZ,N,1.0
AAAxb2AAEAAADH+ACC,00B170-00/02-006,LYPES,N,1.0
AAAxb2AAEAAADH+ACD,00B170-00/02-006,SOLME,N,2.0
AAAxb2AAEAAADH+ACE,00B170-00/02-006,CPSAN,N,3.0
AAAxb2AAEAAADH+ACF,00B170-00/02-007,CUMSA,N,1.0
AAAxb2AAEAAADH+ACG,00B170-00/02-007,CUMME,N,2.0
AAAxb2AAEAAADH+ACH,00B170-00/02-007,CITLA,N,3.0
AAAxb2AAEAAADH+ACI,00B170-00/02-007,CUUPG,N,4.0
AAAxb2AAEAAADH+ACJ,00B170-00/02-009,NNNKO,N,1.0
AAAxb2AAEAAACWRABj,024798-60/00-001,SOLTU,N,1.0
AAAxb2AAEAAACWRABk,024798-60/00-002,BRSNW,N,1.0
AAAxb2AAEAAACWRABl,024798-60/00-003,PIBST,N,1.0
AAAxb2AAEAAACWRABm,024798-60/00-004,PIBSA,N,1.0
AAAxb2AAEAAACWRABn,024798-60/00-005,PHSVN,N,1.0
AAAxb2AAEAAACWRABo,024798-60/00-006,PHSVV,N,1.0
AAAxb2AAEAAACWRABp,024798-60/00-007,VICFM,N,1.0
AAAxb2AAEAAACWRABq,024798-60/00-008,DAUCS,N,1.0
